"","years","runtime_minute","rate_score","gross_million","votes","certificates"
"1054",2013,109,6.2,19.7,73037,"R"
"1055",2009,94,6.3,19.55,31499,"PG"
"1056",1966,117,7.3,19.54,12996,"PG-13"
"1057",1994,110,8.5,19.5,968820,"R"
"1058",2011,114,6.2,19.49,62883,"PG-13"
"1059",2003,116,5.6,19.48,58481,"PG-13"
"1060",1998,93,4.4,19.17,26328,"R"
"1061",1995,96,5.7,19.08,63960,"R"
"1062",2014,92,5.1,19.08,76362,"PG-13"
"1063",1970,95,6.1,19,40002,"G"
"1064",1993,98,6.1,18.99,21888,"R"
"1065",2002,98,3.1,18.99,24924,"PG-13"
"1066",1980,103,5.1,18.97,4684,"R"
"1067",1998,87,6.2,18.97,26063,"R"
"1068",1960,208,6.7,18.97,8419,"Approved"
"1069",2011,93,5.8,18.94,80137,"R"
"1070",2019,89,6.2,18.87,54623,"R"
"1071",1988,99,6,18.87,27230,"R"
"1072",2014,99,4.2,18.85,51200,"PG-13"
"1073",2006,92,4.7,18.84,31418,"PG-13"
"1074",1974,89,6.6,18.77,1082,"R"
"1075",1985,134,6.9,18.7,13166,"R"
"1076",1995,107,6.4,18.64,80835,"R"
"1077",2012,102,6.6,18.62,139867,"PG-13"
"1078",2017,100,6,18.59,39629,"R"
"1079",1996,116,5.9,18.57,44471,"R"
"1080",2006,88,4.4,18.5,77663,"PG-13"
"1081",2005,110,5.8,18.47,71416,"PG-13"
"1082",2017,134,7.7,18.34,50956,"PG-13"
"1083",1978,95,5.1,18.33,2619,"PG"
"1084",2002,132,6.5,18.31,31632,"PG-13"
"1085",1997,89,4.7,18.3,3884,"PG"
"1086",2007,96,6.2,18.21,143194,"PG-13"
"1087",2001,131,7,18.21,67339,"R"
"1088",2007,100,4.5,18.01,21875,"R"
"1089",1996,84,4.7,17.88,18466,"R"
"1090",1986,125,5.6,17.77,17829,"R"
"1091",1997,177,6.1,17.63,66087,"R"
"1092",2013,118,6.2,17.62,108398,"R"
"1093",1996,101,6.4,17.6,51378,"R"
"1094",1985,107,5.5,17.54,8157,"R"
"1095",1984,100,5.9,17.5,1927,"R"
"1096",1984,94,5.6,17.49,2399,"R"
"1097",2000,106,5.7,17.48,53560,"PG-13"
"1098",1981,109,6.6,17.37,25750,"R"
"1099",1987,106,5.4,17.34,35028,"PG"
"1100",2002,99,5.4,17.32,51046,"PG-13"
"1101",1985,116,7.3,17.31,27189,"R"
"1102",1996,100,4.9,17.3,31182,"PG"
"1103",2014,102,5.5,17.22,68297,"PG-13"
"1104",1991,100,5.8,17.22,49798,"R"
"1105",1992,101,5.1,17.18,7559,"PG"
"1106",2012,94,6.5,17.14,98836,"R"
"1107",1992,110,5.4,17.13,14262,"R"
"1108",2007,100,7.6,17.11,218948,"R"
"1109",1965,117,7.1,17.11,12052,"Approved"
"1110",2004,99,7.7,17.11,120533,"R"
"1111",1996,98,5.4,17.1,8197,"R"
"1112",2000,93,5.8,17.05,12266,"G"
"1113",1982,87,5.7,16.89,1342,"PG"
"1114",1990,89,5.7,16.85,16240,"R"
"1115",2019,120,6,16.79,12396,"PG"
"1116",1977,113,6.4,16.79,6431,"G"
"1117",1971,100,6.6,16.69,15544,"R"
"1118",1980,103,6.7,16.65,19908,"PG"
"1119",1992,107,6.9,16.64,8262,"R"
"1120",1992,86,5.6,16.62,37982,"PG-13"
"1121",1983,121,6.1,16.52,28724,"PG"
"1122",1994,102,5.5,16.48,12354,"PG-13"
"1123",1983,90,5.5,16.48,5044,"PG"
"1124",1986,110,4.7,16.3,40985,"PG"
"1125",1992,91,6.9,16.27,18273,"R"
"1126",1990,98,6,16.25,21731,"PG-13"
"1127",1997,105,5.1,16.23,16023,"R"
"1128",1986,106,5.6,16.21,28799,"R"
"1129",1983,100,5.6,16.13,4179,"R"
"1130",1985,92,5.9,16.12,13190,"R"
"1131",1995,98,6.5,16.12,27820,"R"
"1132",1982,89,6.1,16.1,13555,"R"
"1133",1994,115,5.8,16.1,16317,"R"
"1134",1989,93,4.4,16.09,5612,"PG-13"
"1135",1962,110,7.3,16.07,138570,"PG"
"1136",1987,93,5.8,16.06,47657,"PG"
"1137",1973,88,7,16.06,48537,"PG"
"1138",2002,81,6.2,16.03,42336,"PG-13"
"1139",2015,96,5.2,16.03,37353,"PG-13"
"1140",1975,96,6.2,16,3196,"PG"
"1141",1966,108,6.5,16,5689,"Unrated"
"1142",2009,88,5.7,15.99,29054,"PG-13"
"1143",2018,128,6.1,15.95,89839,"PG-13"
"1144",1986,88,5.7,15.95,10219,"PG-13"
"1145",1989,108,5.8,15.94,8851,"R"
"1146",2018,122,6.6,15.77,44272,"R"
"1147",2001,125,6,15.74,42551,"R"
"1148",1980,109,5.3,15.72,3636,"R"
"1149",2004,84,5.8,15.71,14302,"PG-13"
"1150",1987,90,3.7,15.68,40809,"PG"
"1151",1990,124,6.2,15.65,15678,"R"
"1152",2012,95,5.4,15.63,59101,"R"
"1153",1991,91,4.3,15.56,42113,"R"
"1154",2002,98,4.6,15.36,14074,"PG-13"
"1155",1994,118,6.1,15.34,17914,"R"
"1156",2000,119,5.8,15.33,10216,"R"
"1157",1996,107,6.6,15.32,18130,"PG-13"
"1158",2008,99,5.4,15.28,53711,"R"
"1159",1994,99,5.2,15.24,11188,"R"
"1160",2000,107,3.6,15.22,31098,"PG-13"
"1161",1971,97,5.5,15.18,4276,"R"
"1162",1999,110,6.1,15.16,16947,"R"
"1163",1984,114,6.1,15.1,27905,"R"
"1164",1991,111,6.6,15.07,18781,"R"
"1165",1985,100,5.3,15.06,11847,"PG-13"
"1166",2006,84,5.1,15.03,24967,"R"
"1167",2005,97,5.1,15.01,33878,"PG-13"
"1168",2019,104,5.7,15.01,6350,"PG-13"
"1169",2000,102,5.2,14.97,31481,"R"
"1170",1995,101,5.9,14.94,16252,"R"
"1171",1981,99,6.4,14.91,16013,"R"
"1172",2016,105,5.9,14.9,53927,"PG-13"
"1173",2018,115,6.1,14.84,35488,"R"
"1174",1980,115,4.9,14.82,3706,"PG"
"1175",1990,85,4.8,14.76,5627,"PG-13"
"1176",1996,114,6,14.75,11313,"R"
"1177",2006,125,6.8,14.73,49435,"PG-13"
"1178",1989,97,6.5,14.7,46467,"R"
"1179",1993,85,7.5,14.68,14893,"PG-13"
"1180",1969,123,6,14.64,1635,"M"
"1181",1991,115,5.8,14.59,6049,"PG-13"
"1183",1998,99,6,14.57,50025,"R"
"1184",1996,101,5.5,14.5,19215,"R"
"1185",2015,96,6.1,14.43,79490,"R"
"1186",2004,102,4.8,14.38,24326,"PG-13"
"1187",1987,107,4.4,14.38,9871,"PG-13"
"1188",1992,95,6.3,14.36,7863,"R"
"1189",1997,101,5.4,14.33,12261,"PG-13"
"1190",2012,95,6.1,14.33,90878,"PG-13"
"1191",2002,91,3.7,14.29,18619,"R"
"1192",2016,113,6.3,14.27,54956,"R"
"1193",1984,91,5.7,14.26,9434,"PG"
"1194",1984,113,5.8,14.13,3822,"PG"
"1195",1981,109,6.7,14.11,14026,"PG"
"1196",1991,83,6,14.06,3387,"R"
"1197",1982,118,6.2,14.06,19072,"PG"
"1198",2009,109,5.9,14.05,41803,"PG-13"
"1199",1999,99,5,14.01,25355,"R"
"1200",1962,157,7.2,14,11110,"Approved"
"1201",2014,110,3.1,14,35018,"PG-13"
"1202",1998,123,4.9,13.98,30419,"PG-13"
"1203",2007,111,5.5,13.92,5406,"PG"
"1204",1987,110,6.7,13.84,22476,"R"
"1205",1994,99,4.5,13.83,19115,"PG-13"
"1206",1998,100,6.1,13.81,15326,"R"
"1207",2010,111,6.3,13.79,97847,"R"
"1208",2014,102,6.5,13.76,145838,"R"
"1209",2006,141,7.9,13.76,148951,"R"
"1210",1992,101,6.3,13.75,9607,"R"
"1211",2012,100,6.1,13.75,33268,"R"
"1212",2009,96,6.2,13.63,135244,"R"
"1213",1984,124,4.4,13.6,17589,"PG"
"1214",2001,95,6.3,13.6,30701,"PG"
"1215",2012,95,7.1,13.41,240609,"R"
"1216",2001,94,6,13.26,13427,"PG-13"
"1217",1999,92,4.3,13.26,8462,"R"
"1218",1982,97,6.5,13.25,1762,"R"
"1219",2001,91,4.4,13.12,48092,"R"
"1220",1997,140,7.2,13.1,7075,"R"
"1221",1984,90,6.1,13.1,3235,"R"
"1222",2006,140,6.5,13.08,40128,"PG-13"
"1223",1983,107,6.8,13.03,9725,"PG"
"1224",1988,88,6.6,13.03,11729,"R"
"1225",1988,94,7.3,13.01,101563,"R"
"1226",1983,96,4.9,13,3387,"PG"
"1227",1979,113,4.4,13,5240,"PG"
"1229",2012,82,6.1,12.84,43544,"R"
"1230",1998,89,5.4,12.83,8104,"PG-13"
"1231",2007,86,6.7,12.81,141362,"R"
"1232",2000,87,4.6,12.8,18768,"R"
"1233",2018,104,5.7,12.7,25161,"PG-13"
"1234",1997,88,6.2,12.67,24101,"PG-13"
"1235",1975,88,6.6,12.64,5377,"PG"
"1236",2016,115,6.3,12.63,62353,"R"
"1237",1981,98,5.1,12.62,1709,"PG"
"1238",1999,100,3.6,12.61,4934,"PG-13"
"1239",1959,141,8,12.54,52730,"Passed"
"1240",1996,99,6.1,12.49,10728,"R"
"1241",1975,119,6.8,12.48,15738,"R"
"1242",1981,96,7.6,12.47,158959,"R"
"1243",2002,94,6.2,12.4,27630,"R"
"1244",2016,161,8.4,12.39,135181,"Not Rated"
"1245",1971,98,6.3,12.3,30359,"G"
"1246",2015,117,6.5,12.28,84502,"PG-13"
"1247",2009,108,5.6,12.23,26451,"PG-13"
"1248",1983,107,6.4,12.23,10156,"PG"
"1249",1989,122,5.4,12.14,10361,"PG-13"
"1250",1993,110,6.6,12.14,14598,"R"
"1251",1969,135,7.9,12.06,74110,"R"
"1252",2013,107,6.3,12.05,128905,"R"
"1253",2019,102,5.3,12.05,8685,"R"
"1254",1987,104,5.4,12.05,3128,"R"
"1255",2018,100,7.5,11.98,125730,"R"
"1256",2005,111,7.1,11.91,34142,"R"
"1257",1986,105,5.1,11.83,5566,"PG"
"1258",1988,92,6.8,11.81,71674,"R"
"1259",1994,93,4.6,11.78,8082,"PG"
"1260",2012,94,5.9,11.65,40405,"PG-13"
"1261",2006,83,4.3,11.63,17902,"PG"
"1262",1985,101,6.1,11.6,20874,"R"
"1263",1999,100,4.3,11.58,15829,"PG-13"
"1264",1994,102,7.6,11.55,41253,"R"
"1265",1995,91,4.3,11.53,11642,"R"
"1266",1981,123,7.4,11.49,22824,"R"
"1267",1984,99,6.3,11.48,13010,"PG-13"
"1268",1997,100,4.9,11.47,10254,"R"
"1269",1997,93,4.8,11.44,30031,"R"
"1270",2002,73,6.5,11.41,8934,"PG"
"1271",2013,116,6.8,11.33,101635,"R"
"1272",1987,104,6.7,11.31,5777,"R"
"1273",1991,114,5.9,11.28,3654,"R"
"1274",2001,142,7,11.26,60301,"R"
"1275",1999,102,5.2,11.23,9041,"R"
"1276",1998,106,6.1,11.2,31822,"R"
"1277",1991,89,5,11.13,4551,"R"
"1278",1981,93,6.2,11.12,3868,"PG"
"1279",1986,99,7.3,11.1,116939,"PG-13"
"1280",2004,119,7.5,11.05,104391,"PG-13"
"1281",1976,115,5.9,11,3365,"PG"
"1282",1967,114,6.2,11,4906,"Unrated"
"1283",2007,90,3.5,10.98,23241,"PG-13"
"1284",2001,108,6.1,10.97,27799,"PG-13"
"1285",2008,105,6,10.96,70338,"R"
"1286",2016,108,5.8,10.91,48408,"PG-13"
"1287",1971,99,6.4,10.9,6397,"GP"
"1288",2013,118,6.5,10.88,62206,"R"
"1289",1990,97,6.6,10.87,7217,"R"
"1290",1985,101,6.2,10.81,6484,"PG-13"
"1291",1985,100,5.3,10.8,7176,"R"
"1292",2011,104,5.4,10.71,91750,"R"
"1293",1993,104,4.1,10.7,43846,"PG-13"
"1294",1989,108,6.4,10.65,8134,"R"
"1295",2015,115,5.8,10.64,37405,"R"
"1296",2007,93,4.8,10.6,12486,"R"
"1297",2010,81,4.7,10.54,53374,"PG-13"
"1298",2014,109,5.7,10.51,56878,"R"
"1299",1985,95,5.5,10.5,13070,"R"
"1300",1988,105,3.8,10.5,4543,"PG"
