"","years","runtime_minute","rate_score","gross_million","votes","certificates"
"160",2002,104,5.6,139.24,47513,"G"
"161",2003,98,5.9,138.61,89343,"PG"
"162",2003,147,6.6,138.61,217467,"R"
"163",2012,109,7.2,138.45,490454,"R"
"164",2006,107,6.4,137.36,291758,"PG-13"
"165",1996,103,5.7,136.19,96082,"G"
"166",2003,106,6.2,135.65,196371,"PG-13"
"167",2005,81,5.7,135.39,81483,"G"
"168",2019,161,7.7,135.37,365292,"R"
"169",1990,93,6.8,135.27,80955,"PG"
"170",1998,115,6.8,135.03,98705,"PG-13"
"171",2014,99,6.2,134.94,97545,"PG-13"
"172",2013,111,5.7,134.51,119030,"R"
"173",2013,101,5.4,133.67,133210,"PG-13"
"174",2011,87,4.3,133.11,29404,"G"
"175",2003,105,5.6,132.72,33913,"PG-13"
"176",2012,122,7.7,132.09,635594,"R"
"177",2014,101,6.3,131.54,75054,"G"
"178",1989,93,6.3,130.72,134765,"PG"
"179",1994,91,4.9,130.51,72403,"PG"
"180",2008,110,6.5,130.32,195067,"PG-13"
"181",2015,88,7.1,130.18,40314,"G"
"182",1996,95,5.6,128.81,105014,"PG-13"
"183",2006,84,7.3,128.51,339732,"R"
"184",2016,116,5.2,128.34,194680,"PG-13"
"185",2014,129,7.7,128.26,563179,"R"
"186",2005,91,6.3,128.2,126386,"PG"
"187",1988,116,7,128.15,153528,"R"
"188",2014,125,5.9,128,126782,"PG"
"189",2007,107,7,127.81,169660,"PG"
"190",2016,107,6.3,127.44,147434,"PG-13"
"191",2013,119,6.3,127.35,161116,"PG-13"
"192",2002,108,6.2,127.22,98085,"PG-13"
"193",1994,107,7.3,127.18,338132,"PG-13"
"194",1997,105,6.3,127.12,121732,"PG-13"
"195",1977,96,7,126.74,42411,"PG"
"196",2007,91,6.1,126.63,133090,"PG"
"197",1993,105,6.8,126.53,150182,"PG"
"198",2002,96,5.8,126.29,130500,"PG-13"
"199",1998,103,8.1,125.62,872485,"PG"
"200",2000,98,5.5,125.31,168851,"PG-13"
"201",2009,90,6.9,124.87,193332,"PG"
"202",2006,109,6.9,124.74,350882,"PG-13"
"203",2003,128,6.7,124.73,106608,"PG-13"
"204",1996,117,7.1,124.06,75362,"R"
"205",1991,113,6.7,124.03,45635,"PG-13"
"206",1987,121,7.3,123.92,119724,"R"
"207",2011,107,7.2,123.48,223332,"PG"
"208",2000,106,4.4,123.31,46719,"PG-13"
"209",2015,93,6.7,123.09,95179,"PG"
"210",1992,94,7,121.7,137363,"PG-13"
"211",2007,113,7.6,121.46,498103,"R"
"212",2004,99,6.8,120.91,312180,"PG-13"
"213",2018,114,6.7,120.63,68253,"PG-13"
"214",2008,88,5.7,120.15,60674,"PG-13"
"215",2007,115,5.9,120.06,135881,"PG-13"
"216",1994,101,6.9,119.94,325260,"PG-13"
"217",2013,95,6.4,119.79,84661,"PG"
"218",1991,142,6.8,119.65,221689,"PG"
"219",1974,93,7.7,119.5,119485,"R"
"220",2009,88,5.1,119.44,40576,"PG"
"221",2010,107,6.6,119.22,228842,"PG-13"
"222",2007,117,6.6,118.87,115443,"PG"
"223",2006,106,5.8,118.7,120344,"PG-13"
"224",2004,108,6.8,118.63,188734,"PG"
"225",2007,93,6.3,118.59,151308,"PG-13"
"226",1989,108,7.8,118.5,446692,"PG"
"227",2000,99,5.2,117.56,77988,"PG-13"
"228",2011,98,6.9,117.54,407331,"R"
"229",2010,94,7,117.22,54681,"R"
"230",1999,124,7.1,116.09,255499,"PG-13"
"231",1998,119,6.6,115.82,183299,"PG"
"232",2018,95,6.5,115.25,30767,"PG"
"233",2017,122,6.2,115.17,31708,"R"
"234",1973,110,7.4,115,77200,"PG"
"235",1988,104,7.3,114.97,186573,"PG"
"236",2004,92,6.7,114.33,219497,"PG-13"
"237",2008,96,6.8,114.05,180420,"PG"
"238",1999,106,4.9,113.81,147764,"PG-13"
"239",2014,98,6.2,113.75,98241,"PG"
"240",2012,110,6.1,113.72,126585,"R"
"241",1991,99,6.9,113.5,123015,"PG-13"
"242",2016,100,6.2,113.26,106991,"R"
"243",2005,95,5.6,113.09,83283,"PG"
"244",2001,87,4.7,112.95,40152,"PG"
"245",2009,120,6.5,112.74,82964,"R"
"246",2001,88,5.4,112.72,103129,"PG"
"247",1989,108,6.6,112.49,174229,"PG"
"248",2013,100,5.8,112.2,280157,"R"
"249",1988,107,6.1,111.94,107579,"PG"
"250",2003,84,4.2,111.76,51690,"PG"
"251",2014,92,6.8,111.51,59140,"PG"
"252",1981,94,6.2,111.29,36234,"R"
"253",2015,120,7,110.83,220002,"R"
"254",2008,107,7,110.52,362161,"R"
"255",2010,125,5.7,110.49,109172,"PG-13"
"256",2005,90,6.1,110.33,128331,"PG-13"
"257",2003,97,6.1,110.23,118663,"PG"
"258",2015,125,6.2,110.21,124808,"R"
"259",2008,99,6,110.1,84646,"PG"
"260",2003,84,5.5,110,131870,"PG-13"
"261",1986,119,7.3,109.71,74827,"PG"
"262",2005,116,7.1,109.45,375590,"R"
"263",1988,108,5.6,109.31,51237,"PG"
"264",2009,113,5.5,109.21,98089,"PG-13"
"265",1983,132,7.4,108.42,51410,"PG"
"266",1995,90,6.4,108.39,193621,"PG-13"
"267",2017,126,6.9,108.25,37000,"PG-13"
"268",2001,111,6.3,108.25,120600,"G"
"269",2011,95,5.4,108.09,29653,"PG"
"270",1992,128,7.2,107.53,87054,"PG"
"271",2016,97,6.3,107.51,74813,"PG"
"272",1999,103,6.7,106.89,140908,"R"
"273",2000,84,7,106.83,169083,"G"
"274",2000,109,6.2,106.81,176561,"PG-13"
"275",1978,114,6.4,106,21960,"PG"
"276",2003,116,6.4,105.81,197648,"PG-13"
"277",2019,107,6.6,105.81,45180,"PG"
"278",1996,103,6.4,105.49,40288,"PG"
"279",1997,92,5.4,105.26,67657,"PG"
"280",1967,106,8,104.95,243891,"PG"
"281",2017,93,5.8,104.9,50053,"PG-13"
"282",2003,96,6.3,104.57,187058,"R"
"283",2009,97,7.1,104.4,114969,"G"
"284",2003,92,5.5,104.3,60768,"PG"
"285",2017,100,6,104.03,55582,"PG-13"
"286",2012,94,5.8,103.86,87117,"PG"
"287",1990,105,6.1,103.74,54861,"PG"
"288",2012,97,7.3,103.41,150012,"PG"
"289",1980,109,6.8,103.29,25690,"PG"
"290",2011,117,6.4,103.03,208800,"PG-13"
"291",1999,95,7,102.56,360592,"R"
"292",1964,139,7.8,102.27,149270,"G"
"293",2013,92,6.5,102,87071,"R"
"294",1977,111,7.4,102,11766,"PG"
"295",1994,127,7,101.63,97414,"PG"
"296",2013,107,6.6,101.47,369967,"R"
"297",1980,111,6.8,101.3,23661,"R"
"298",2003,82,3.9,101.15,48463,"PG"
"299",2003,106,4.9,100.83,116287,"PG-13"
"300",2010,95,6.5,100.54,311461,"R"
"301",1998,79,5.9,100.49,17250,"G"
"302",1995,104,7,100.48,285995,"PG"
"303",2008,98,6.9,100.47,255287,"R"
"304",2007,96,5.4,100.46,133714,"PG"
"305",1995,100,6.1,100.33,112504,"PG"
"306",1998,123,7.1,100.32,206206,"R"
"307",2011,92,5.6,100.29,185849,"R"
"308",2010,80,4.6,100.25,19506,"PG"
"309",2017,141,6.7,100.23,248784,"R"
"310",1989,124,7,100.05,42454,"PG-13"
"311",2008,113,5.5,100.02,182656,"PG-13"
"312",2011,84,5.9,99.97,50590,"G"
"313",2018,104,7.3,99.22,61066,"PG"
"314",1997,93,7.3,99.05,191592,"G"
"315",2011,119,5.8,98.78,150957,"PG-13"
"316",2010,88,6.3,98.71,147522,"PG-13"
"317",2007,95,6.8,97.82,82691,"G"
"318",2008,104,6.8,97.69,319442,"PG-13"
"319",2016,89,6.1,97.69,165662,"R"
"320",1999,78,4.1,97.4,43392,"PG"
"321",2001,96,6.3,96.52,172593,"PG-13"
"322",1989,128,8.1,95.86,390194,"PG"
"323",2007,102,4,95.67,64992,"PG-13"
"324",1981,97,6.9,95.46,24567,"PG"
"325",2010,146,4.5,95.35,71122,"R"
"326",1996,105,5.7,95.32,39334,"PG"
"327",2004,113,5.8,95.17,70070,"G"
"328",2008,91,3.8,94.51,21650,"PG"
"329",1998,136,6.7,94.1,161119,"PG-13"
"330",2002,105,5.2,94.01,80909,"PG-13"
"331",2009,129,6.4,93.95,154023,"PG-13"
"332",2001,102,5.7,93.61,53161,"PG-13"
"333",1955,76,7.3,93.6,114862,"G"
"334",2007,97,7.4,93.47,220423,"PG-13"
"335",2001,87,5.1,93.39,54216,"PG"
"336",2002,101,6.1,93.35,101242,"PG-13"
"337",1997,93,5.3,92.98,80568,"PG"
"338",1989,95,7.6,92.82,183619,"R"
"339",2012,122,6.6,91.55,41930,"PG-13"
"340",1990,111,6.1,91.46,129532,"PG-13"
"341",1986,96,6.6,91.26,26387,"PG-13"
"342",2016,102,5.9,91.22,50712,"PG-13"
"343",1998,125,6.8,91.14,57605,"PG-13"
"344",1998,83,6.5,90.76,141777,"PG"
"345",2006,83,5,90.71,109407,"PG-13"
"346",2007,110,6.1,90.65,55540,"PG"
"347",2000,116,6.6,90.57,214402,"R"
"348",2008,112,4.7,90.56,54791,"G"
"349",2009,103,4.4,90.49,11065,"PG-13"
"350",1996,88,6.4,90.46,148323,"PG"
"351",2015,100,6,90.41,115209,"R"
"352",1983,116,7.5,90.4,127984,"R"
