"","years","runtime_minute","rate_score","gross_million","votes","certificates"
"713",2009,97,7.9,5.01,320531,"R"
"714",2001,84,5.6,5,29098,"PG-13"
"715",1953,80,6.7,5,6483,"Approved"
"716",1950,92,6.3,5,3444,"Not Rated"
"717",1990,108,6,4.96,8071,"R"
"718",1996,94,4,4.93,3961,"PG-13"
"719",1987,85,2.2,4.92,7772,"PG"
"720",1985,85,6.9,4.89,1039,"G"
"721",1986,100,5.6,4.88,7300,"PG"
"722",1948,83,7.5,4.8,13757,"Not Rated"
"723",1985,97,4.3,4.78,3141,"R"
"724",2001,88,5.8,4.78,17700,"PG-13"
"725",2011,97,5.7,4.75,12746,"PG-13"
"726",1984,88,5.6,4.65,9944,"R"
"727",1996,80,5.4,4.61,12121,"PG-13"
"728",1986,96,4.7,4.6,1754,"PG"
"729",2013,126,7.1,4.56,259985,"R"
"730",2002,95,3.8,4.42,23634,"PG-13"
"731",2010,174,7.1,4.37,23801,"Not Rated"
"732",1953,85,7.1,4.36,30788,"G"
"733",1935,75,7.8,4.36,40792,"Not Rated"
"734",1990,91,6.1,4.35,9671,"R"
"735",1985,108,6.9,4.27,41473,"PG-13"
"736",1994,96,6.1,4.26,10064,"R"
"737",1985,94,6.1,4.12,5035,"PG"
"738",1985,82,6.2,4.12,5699,"PG"
"739",1995,104,5.3,4.06,28928,"R"
"740",2018,107,5.5,4.05,25698,"PG-13"
"741",1988,100,5.3,3.92,19176,"PG"
"742",2016,92,5.8,3.91,37150,"R"
"743",1986,117,6.2,3.9,5183,"PG-13"
"744",2016,89,5.9,3.85,7391,"R"
"745",2016,92,4.6,3.82,17457,"PG-13"
"746",1988,86,5.5,3.81,13118,"PG-13"
"747",1996,98,3.3,3.79,24066,"R"
"748",1982,87,6.3,3.79,1061,"R"
"749",2016,112,6.6,3.71,70365,"PG-13"
"750",1984,108,6.7,3.7,5287,"R"
"751",2007,107,7.2,3.68,224931,"R"
"752",1975,99,5.2,3.6,1825,"PG"
"753",1985,118,5.3,3.6,2777,"PG-13"
"754",2017,87,5.2,3.6,5105,"PG-13"
"755",1988,86,6.1,3.59,6088,"R"
"756",1984,92,6.9,3.57,31748,"R"
"757",1986,93,6,3.5,13697,"PG-13"
"758",1985,100,6.6,3.36,1826,"PG"
"759",2012,111,5.4,3.33,6527,"PG-13"
"760",2012,89,7.1,3.33,60204,"PG-13"
"761",1981,93,6.1,3.28,4406,"PG"
"762",1998,84,7.4,3.22,163756,"R"
"763",2008,121,6.6,3.07,67378,"R"
"764",2011,135,7.1,3.03,158497,"R"
"765",2016,109,6.2,3.02,54511,"R"
"766",1958,94,7.1,3,19670,"Not Rated"
"767",1956,98,7.6,3,43034,"G"
"768",1999,97,6.8,2.84,89703,"R"
"769",1983,88,4.5,2.81,2609,"PG"
"770",1996,117,6,2.78,4685,"R"
"771",1995,90,4.5,2.76,2561,"PG-13"
"772",1962,91,5.9,2.73,7698,"Not Rated"
"774",2013,108,6.3,2.61,119513,"R"
"775",1995,110,7.4,2.6,13202,"R"
"776",2013,85,7.2,2.55,25071,"TV-PG"
"777",2011,156,4.6,2.51,36486,"Not Rated"
"778",1984,91,5.9,2.5,1160,"R"
"779",1990,99,5.9,2.46,6250,"R"
"781",1971,86,6.7,2.44,45878,"R"
"782",2010,103,7.1,2.43,132716,"R"
"783",1954,96,7.6,2.42,26871,"Not Rated"
"784",1996,93,2.5,2.41,8771,"PG-13"
"785",1987,91,5.6,2.41,1583,"R"
"786",1994,96,3.8,2.34,10772,"PG-13"
"787",1973,104,6.1,2.3,2510,"PG"
"788",2008,90,5.5,2.25,7653,"Not Rated"
"789",1997,121,6.4,2.22,13199,"R"
"790",2006,120,7,2.2,91453,"R"
"791",1984,95,6.5,2.19,6594,"PG"
"792",2013,152,5.2,2.19,19545,"Not Rated"
"793",2019,125,6,2.19,22890,"TV-MA"
"794",2015,118,4.1,2.18,6955,"PG"
"795",1981,78,4.2,2.15,1239,"PG"
"796",1985,91,6.8,2.12,23492,"R"
"797",1983,87,7.3,2.12,78030,"R"
"798",1992,88,5.4,2.03,4146,"PG"
"799",1985,105,7.2,2.02,52193,"Unrated"
"800",1992,95,5.4,2,4691,"R"
