"","years","runtime_minute","rate_score","gross_million","votes","certificates"
"696",2007,96,5.9,47.85,70631,"PG-13"
"697",2018,132,7.2,47.84,99841,"R"
"698",2005,104,6.5,47.81,102228,"PG-13"
"699",1972,108,7.6,47.74,26891,"GP"
"700",2016,137,7.8,47.7,226518,"R"
"701",2007,98,6.7,47.64,95214,"PG-13"
"702",1991,97,6.7,47.62,29713,"R"
"703",2014,89,5.8,47.6,61989,"PG-13"
"704",2007,110,7,47.54,114212,"R"
"705",1986,80,6.9,47.48,46502,"G"
"706",1990,96,5.8,47.41,26173,"R"
"707",2005,164,7.5,47.4,203017,"R"
"708",2005,144,7.2,47.4,256346,"R"
"709",2009,110,7.3,47.4,102027,"R"
"710",2012,131,6.5,47.38,117804,"R"
"711",2017,101,3.7,47.32,3741,"PG-13"
"712",1974,107,5.7,47.29,8987,"PG"
"713",2014,141,7.4,47.12,167952,"R"
"714",2014,134,6.8,47.03,31333,"R"
"715",2007,124,7.2,47,298572,"R"
"716",2015,121,7.6,46.89,344768,"R"
"717",2018,140,6.6,46.87,149819,"R"
"718",2016,110,6.1,46.84,77152,"R"
"719",1990,146,8.7,46.84,950922,"R"
"720",2005,89,4.2,46.75,29002,"PG-13"
"721",1998,104,6.3,46.68,68255,"PG-13"
"722",1988,120,6.7,46.62,23068,"R"
"723",2011,124,7.2,46.41,87433,"PG-13"
"724",2018,88,5.4,46.38,11661,"PG-13"
"725",1987,116,8.3,46.36,635042,"R"
"726",1996,120,6.7,46.35,201061,"PG-13"
"727",1996,108,6.5,46.15,41525,"PG"
"728",1990,93,6,46.04,18621,"R"
"729",2013,113,6.7,46,199898,"R"
"730",1997,91,7.2,45.95,94936,"R"
"731",1984,135,6.4,45.9,16969,"PG"
"732",1985,97,7.9,45.88,329054,"R"
"733",1997,135,7.2,45.86,58913,"PG-13"
"734",2019,116,7.2,45.73,28794,"PG-13"
"735",1979,96,7.9,45.7,125156,"R"
"736",1994,106,6.1,45.61,34308,"PG"
"737",1983,170,8.3,45.6,692597,"R"
"738",2008,83,4.3,45.59,14898,"G"
"739",2000,77,6.3,45.55,16288,"G"
"740",2012,94,7.8,45.51,300836,"PG-13"
"741",1992,106,6,45.5,20270,"PG-13"
"742",2018,130,6.5,45.5,57263,"R"
"743",2004,109,6.4,45.49,52581,"PG-13"
"744",1991,130,7.5,45.36,126977,"R"
"745",2014,97,6.5,45.09,107869,"PG-13"
"746",2002,113,7.6,45.06,355605,"R"
"747",2015,129,8.1,45.06,385736,"R"
"748",2000,118,7.3,45.01,96947,"PG-13"
"749",1978,110,6.4,45,14181,"PG"
"750",2018,140,7,44.95,78472,"R"
"751",2018,141,7.3,44.94,144981,"PG-13"
"752",2017,139,5.8,44.92,19715,"R"
"753",1957,161,8.1,44.91,192223,"PG"
"754",1997,105,6.9,44.89,82044,"R"
"755",1962,228,8.3,44.82,252033,"Approved"
"756",1969,113,7.8,44.79,94691,"R"
"757",2011,100,7.9,44.67,221734,"PG-13"
"758",1998,178,7.2,44.62,202155,"PG-13"
"759",1993,87,6.4,44.59,34771,"R"
"760",2003,102,7.7,44.59,387550,"R"
"761",1998,140,7.3,44.48,125119,"R"
"762",2015,129,7.4,44.47,33198,"PG"
"763",2013,122,7.5,44.47,27745,"PG-13"
"764",1967,123,6,44.43,6979,"PG-13"
"765",2017,89,5.6,44.31,44107,"PG-13"
"766",1997,155,7.3,44.18,67807,"R"
"767",2014,102,7.2,44.13,91651,"PG-13"
"768",2008,119,6.2,44.09,26053,"PG-13"
"769",2018,127,7.3,44.07,192167,"R"
"770",1980,146,8.4,44.02,831587,"R"
"771",1987,163,7.7,43.98,88119,"PG-13"
"772",2008,135,6,43.95,66495,"PG"
"773",1991,103,5.9,43.88,25711,"PG-13"
"774",2011,112,7,43.85,43028,"PG"
"775",1987,126,7.4,43.85,137570,"R"
"776",2009,135,6.7,43.82,149750,"PG-13"
"777",2015,108,7,43.77,128489,"R"
"778",2003,121,6.6,43.73,109157,"R"
"779",1961,153,7.5,43.66,91026,"Not Rated"
"780",2003,113,6.7,43.61,44573,"PG-13"
"781",2018,120,5.8,43.55,7082,"R"
"782",2006,131,7.1,43.55,55014,"PG"
"783",1997,115,7,43.49,6533,"R"
"784",2015,121,7.1,43.48,186988,"PG-13"
"785",1992,123,7.2,43.44,50675,"PG"
"786",2010,117,6.6,43.31,86636,"R"
"787",1988,106,6.6,43.18,13700,"PG-13"
"788",1995,136,7.6,43.18,95783,"PG"
"789",2007,104,6.3,43.11,68072,"PG"
"790",1997,97,7.2,43.02,76053,"R"
"791",2016,114,7.1,43.02,163418,"R"
"792",1991,108,6.7,43,28120,"PG-13"
"793",2005,97,5.5,43,50683,"PG-13"
"794",1979,112,7.6,43,108957,"PG"
"795",2013,112,6.4,42.93,80090,"PG-13"
"796",2017,120,7.6,42.87,110786,"R"
"797",1997,111,6.2,42.87,55631,"R"
"798",1972,124,7.8,42.77,45461,"PG"
"799",1986,130,6.9,42.72,37507,"R"
"800",2009,88,4.8,42.67,48046,"PG-13"
