"","years","runtime_minute","rate_score","gross_million","votes","certificates"
"663",1996,84,4.7,17.88,18466,"R"
"664",2018,141,7.1,17.84,111429,"R"
"665",2016,92,5.6,17.78,21541,"R"
"666",1986,102,6.5,17.69,11043,"R"
"667",1988,120,6.9,17.64,46735,"R"
"668",2013,118,6.2,17.62,108398,"R"
"669",1996,101,6.4,17.6,51378,"R"
"670",2006,92,7.4,17.51,72371,"R"
"671",2002,90,6,17.5,7101,"R"
"672",1984,100,5.9,17.5,1927,"R"
"673",1998,117,8.1,17.5,687320,"R"
"674",1984,94,5.6,17.49,2399,"R"
"675",2015,103,7.2,17.47,78154,"R"
"676",1981,109,6.6,17.37,25750,"R"
"677",2016,95,5.8,17.36,47529,"PG-13"
"678",1985,116,7.3,17.31,27189,"R"
"679",1996,118,6.2,17.31,16388,"R"
"680",2001,86,5.4,17.29,7037,"PG"
"681",1998,82,6.7,17.28,55843,"R"
"682",1993,121,7.8,17.27,120842,"R"
"683",2014,122,6.8,17.24,69504,"R"
"684",2012,94,6.5,17.14,98836,"R"
"685",1992,110,5.4,17.13,14262,"R"
"686",2007,100,7.6,17.11,218948,"R"
"687",1996,98,5.4,17.1,8197,"R"
"688",1985,131,6.8,17.1,10035,"R"
"689",2000,94,6.7,17.07,35486,"PG"
"690",2013,117,5.3,16.97,93676,"R"
"691",2000,120,7,16.94,47360,"R"
"692",2007,108,5.9,16.93,72563,"R"
"693",1990,89,5.7,16.85,16240,"R"
"694",1999,102,7.2,16.84,65219,"R"
"695",2017,143,7.3,16.79,43473,"R"
"696",2004,91,5.2,16.7,9265,"PG"
"697",1993,106,6.2,16.7,7438,"R"
"698",1971,100,6.6,16.69,15544,"R"
"699",1994,99,6.1,16.67,42615,"PG"
"700",1992,107,6.9,16.64,8262,"R"
"701",1999,127,6.6,16.64,30422,"R"
"702",2007,84,5.6,16.47,39424,"R"
"703",1994,96,5.3,16.34,6052,"PG"
"704",1987,103,5.2,16.34,3887,"R"
"705",2004,98,5.5,16.32,52391,"PG-13"
"706",1998,121,7.5,16.31,60086,"R"
"707",1992,91,6.9,16.27,18273,"R"
"708",2003,124,7.7,16.25,216873,"R"
"709",1990,98,6,16.25,21731,"PG-13"
"710",1967,127,8.1,16.22,153542,"GP"
"711",1986,106,5.6,16.21,28799,"R"
"712",1990,97,6.4,16.19,12803,"R"
"713",1985,92,5.9,16.12,13190,"R"
"714",1995,98,6.5,16.12,27820,"R"
"715",1982,89,6.1,16.1,13555,"R"
"716",2013,85,7.5,16.1,70484,"R"
"717",1994,115,5.8,16.1,16317,"R"
"718",1973,143,7.8,16.06,35400,"PG"
"719",1994,96,6.6,16.04,13044,"R"
"720",1995,102,6.7,16.03,16498,"R"
"721",2012,110,6.4,16.01,80585,"R"
"722",2002,113,7,16,80617,"R"
"723",2009,88,5.7,15.99,29054,"PG-13"
"724",1991,106,5.9,15.97,10895,"R"
"725",1986,88,5.7,15.95,10219,"PG-13"
"726",1989,108,5.8,15.94,8851,"R"
"727",1983,128,6.8,15.9,11698,"R"
"728",1977,143,6.8,15.77,6234,"R"
"729",2001,125,6,15.74,42551,"R"
"730",2004,84,5.8,15.71,14302,"PG-13"
"731",2008,130,6.6,15.71,57808,"R"
"732",1990,124,6.2,15.65,15678,"R"
"733",1991,94,5.7,15.43,4587,"R"
"734",2000,96,5.7,15.43,12825,"PG-13"
"735",2016,127,7,15.43,63959,"R"
"736",2002,98,4.6,15.36,14074,"PG-13"
"737",2000,119,5.8,15.33,10216,"R"
"738",1996,107,6.6,15.32,18130,"PG-13"
"739",2008,99,5.4,15.28,53711,"R"
"740",1990,89,6.8,15.26,18307,"R"
"741",2006,122,6.9,15.23,96478,"R"
"742",1993,120,6.3,15.19,21272,"R"
"743",1971,97,5.5,15.18,4276,"R"
"744",1999,110,6.1,15.16,16947,"R"
"745",2000,101,7.6,15.07,452250,"R"
"746",1998,94,6.2,15.03,9738,"R"
"747",2012,97,6.2,15.03,126713,"R"
"748",2012,110,7.2,15.02,229808,"R"
"749",2019,104,5.7,15.01,6350,"PG-13"
"750",2007,92,6.2,15,46089,"R"
"751",2000,102,5.2,14.97,31481,"R"
"752",1995,101,5.9,14.94,16252,"R"
"753",1981,99,6.4,14.91,16013,"R"
"754",2018,115,6.1,14.84,35488,"R"
"755",1996,114,6,14.75,11313,"R"
"756",2004,87,6.4,14.69,9800,"R"
"757",1993,85,7.5,14.68,14893,"PG-13"
"758",1980,94,5.2,14.66,2865,"PG"
"759",1985,94,7.3,14.64,73559,"PG"
"760",1990,125,7.2,14.56,77433,"R"
"761",1996,113,6,14.55,12175,"R"
"762",2014,106,7,14.48,80719,"PG-13"
"763",2006,126,6.5,14.42,31928,"R"
"764",2007,84,6.5,14.38,70719,"R"
"765",2009,127,7.4,14.36,40165,"R"
"766",1992,95,6.3,14.36,7863,"R"
"767",1997,101,5.4,14.33,12261,"PG-13"
"768",1968,114,6.5,14.3,2694,"Approved"
"769",2002,91,3.7,14.29,18619,"R"
"770",2016,113,6.3,14.27,54956,"R"
"771",2012,94,5.3,14.12,130449,"R"
"772",1998,134,7.5,14.1,36706,"PG-13"
"773",1991,83,6,14.06,3387,"R"
"774",2004,91,4.9,14.02,20872,"PG"
"775",1999,95,6.3,14,5553,"R"
"776",1983,103,5.8,14,4438,"R"
"777",1998,123,4.9,13.98,30419,"PG-13"
"778",2002,85,5.1,13.97,12188,"PG-13"
"779",1998,100,6.1,13.81,15326,"R"
"780",1997,94,6.7,13.8,28814,"PG"
"781",2014,102,6.5,13.76,145838,"R"
"782",2001,95,6.3,13.6,30701,"PG"
"783",1990,110,6.9,13.45,24170,"R"
"784",2012,95,7.1,13.41,240609,"R"
"785",1994,98,7.4,13.38,33940,"R"
"786",1987,81,5.3,13.29,6146,"PG-13"
"787",2001,81,5.7,13.28,13100,"PG-13"
"788",1999,92,4.3,13.26,8462,"R"
"789",1982,97,6.5,13.25,1762,"R"
"790",2002,101,3.4,13.21,19225,"R"
"791",2001,100,7.2,13.1,73067,"R"
"792",1992,125,7.2,13.09,7497,"R"
"793",1995,128,6.9,13.04,19506,"R"
"794",1988,88,6.6,13.03,11729,"R"
"795",1978,110,6.9,13.03,14856,"PG"
"796",2000,88,5.6,13.02,4403,"PG-13"
"797",2003,126,7.5,13.01,62950,"R"
"798",1955,150,7.2,13,14595,"Not Rated"
"799",1998,89,5.4,12.83,8104,"PG-13"
"800",1997,88,6.2,12.67,24101,"PG-13"
