"","titles","years"
"496","Beyond the Mat",1999
"497","I Love You Phillip Morris",2009
"498","This Is Elvis",1981
"499","Queen Margot",1994
"500","Surviving Picasso",1996
"501","The Front Runner",2018
"502","Can't Stop the Music",1980
"503","Dillinger",1973
"504","Wilson",1944
"505","Greater",2016
"506","The Iceman",2012
"507","Communion",1989
"508","Legend",2015
"509","A Quiet Passion",2016
"510","The White Crow",2018
"511","Pope Francis: A Man of His Word",2018
"512","Testament of Youth",2014
"513","I Shot Andy Warhol",1996
"514","M.S. Dhoni: The Untold Story",2016
"515","The King of Kings",1927
"516","Goodbye Christopher Robin",2017
"517","Che: Part One",2008
"518","Jane",2017
"519","The Other Side of Heaven 2: Fire of Faith",2019
"520","Blue",1993
"521","My Father's Glory",1990
"522","The Life and Times of Hank Greenberg",1998
"523","A Home of Our Own",1993
"524","Factory Girl",2006
"525","Prick Up Your Ears",1987
"526","I Saw the Light",2015
"527","A Private War",2018
"528","Bhaag Milkha Bhaag",2013
"529","Senna",2010
"530","Professor Marston & the Wonder Women",2017
"531","Red Joan",2018
"532","Vincent",1987
"533","Parnell",1937
"534","Veronica Guerin",2003
"535","Thirty Two Short Films About Glenn Gould",1993
"536","Bless Me, Ultima",2012
"537","A Royal Affair",2012
"538","Bully",2001
"539","Neerja",2016
"540","Kon-Tiki",2012
"541","Finding Vivian Maier",2013
"542","Bill Cunningham New York",2010
"543","The Kid",2019
"544","My Mother's Castle",1990
"545","Nowhere Boy",2009
"546","Don't Worry, He Won't Get Far on Foot",2018
"547","The Kid Stays in the Picture",2002
"548","Piñero",2001
"549","Marley",2012
"550","The Notorious Bettie Page",2005
"551","Genius",2016
"552","The Devil's Double",2011
"553","My Friend Dahmer",2017
"554","The Salt of the Earth",2014
"555","Chasing Ice",2012
"556","Romero",1989
"557","Iris",2014
"558","Anne Frank Remembered",1995
"559","Sylvia",2003
"560","The Wolfpack",2015
"561","Iris",2001
"562","Churchill",2017
"563","Maria By Callas",2017
"564","McQueen",2018
"565","The Best Intentions",1992
"566","Gonzo: The Life and Work of Dr. Hunter S. Thompson",2008
"567","De Sade",1969
"568","The Invisible Woman",2013
"569","Steve McQueen: American Icon",2017
"570","Patty Hearst",1988
"571","Dreamchild",1985
"572","Shut Up & Sing",2006
"573","The General",1998
"574","All Is True",2018
"575","Kill the Irishman",2011
"576","Find Me Guilty",2006
"577","Permanent Midnight",1998
"578","Infamous",2006
"579","Yoo-Hoo, Mrs. Goldberg",2009
"580","24 Hour Party People",2002
"581","The Whistleblower",2010
"582","The Story of Vernon and Irene Castle",1939
"583","Papa Hemingway in Cuba",2015
"584","Viva Villa!",1934
"585","Viceroy's House",2017
"586","The U.S. vs. John Lennon",2006
"587","Made in Dagenham",2010
"588","Wired",1989
"589","84 Charing Cross Road",1987
"590","The Dawn Wall",2017
"591","When Did You Last See Your Father?",2007
"592","There Be Dragons",2011
"593","An Angel at My Table",1990
"594","Casino Jack",2010
"595","Leonard Cohen: I'm Your Man",2005
"596","Kill Your Darlings",2013
"597","Film Stars Don't Die in Liverpool",2017
"598","The Eyes of Tammy Faye",2000
"599","Cobb",1994
"600","Unconditional",2012
"601","Diana Vreeland: The Eye Has to Travel",2011
"602","Nothing to Lose",2018
"603","Marianne & Leonard: Words of Love",2019
"604","Goya's Ghosts",2006
"605","More Than a Game",2008
"606","Neruda",2016
"607","Aimee & Jaguar",1999
"608","Ruby",1992
"609","The Imposter",2012
"610","Best of Enemies",2015
"611","Tyson",2008
"612","Séraphine",2008
"613","Mangal Pandey: The Rising",2005
"614","The Wildest Dream",2010
"615","Control",2007
"616","Marlene",1984
"617","Born to Be Blue",2015
"618","Bombshell: The Hedy Lamarr Story",2017
"619","Life Itself",2014
"620","The Tillman Story",2010
"621","Cabeza de Vaca",1990
"622","Without Limits",1998
"623","Mark Felt: The Man Who Brought Down The White House",2017
"624","Queen Christina",1933
"625","Party Monster",2003
"626","Chuck Berry Hail! Hail! Rock 'n' Roll",1987
"627","Yves Saint Laurent",2014
"628","Goya in Bordeaux",1999
"629","Hannah Arendt",2012
"630","The Catcher Was a Spy",2018
"631","Entertaining Angels: The Dorothy Day Story",1996
"632","North Face",2008
"633","Nannerl, la soeur de Mozart",2010
"634","Ashoka the Great",2001
"635","The Assassination of Richard Nixon",2004
"636","Himalaya",2015
"637","Muscle Shoals",2013
"638","Red Army",2014
"639","Frankie & Alice",2010
"640","Lumumba",2000
"641","The King of Kong: A Fistful of Quarters",2007
"642","Sophie Scholl: The Final Days",2005
"643","Anvil: The Story of Anvil",2008
"644","Balzac and the Little Chinese Seamstress",2002
"645","Les nuits fauves",1992
"646","Inside Deep Throat",2005
"647","The Stanford Prison Experiment",2015
"648","Lizzie",2018
"649","Molière",2007
"650","Grey Owl",1999
"651","The Prize Winner of Defiance, Ohio",2005
"652","Agora",2009
"653","Howl",2010
"654","My Life So Far",1999
"655","Vincere",2009
"656","Going Upriver: The Long War of John Kerry",2004
"657","Henry: Portrait of a Serial Killer",1986
"658","City of Gold",2015
"659","The Filth and the Fury",2000
"660","Tarnation",2003
"661","Mary Kom",2014
"662","The Inner Circle",1991
"663","Oviri",1986
"664","Seymour: An Introduction",2014
"665","A Tale of Love and Darkness",2015
"666","Tommy's Honour",2016
"667","Jimmy's Hall",2014
"668","Harry & Snowman",2015
"669","Dolores",2017
"670","Mesrine Part 1: Killer Instinct",2008
"671","Machine Gun Preacher",2011
"672","Tom & Viv",1994
"673","20 Dates",1998
"674","Freeheld",2015
"675","Prefontaine",1997
"676","Thelonious Monk: Straight, No Chaser",1988
"677","Tracks",2013
"678","Peggy Guggenheim: Art Addict",2015
"679","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999
"680","Steve Jobs: The Man in the Machine",2015
"681","Breathe",2017
"682","The Act of Killing",2012
"683","Little Ashes",2008
"684","The Harmonists",1997
"685","The Baader Meinhof Complex",2008
"686","Caro diario",1993
"687","The Happy Prince",2018
"688","Final Portrait",2017
"689","Scotty and the Secret History of Hollywood",2017
"690","Lucie Aubrac",1997
"691","Chasing the Dragon",2017
"692","Die Macht der Bilder: Leni Riefenstahl",1993
"693","The Damned United",2009
"694","Callas Forever",2002
"695","No One Killed Jessica",2011
"696","Mishima: A Life in Four Chapters",1985
"697","Vision - Aus dem Leben der Hildegard von Bingen",2009
"698","Listen to Me Marlon",2015
"699","Saint Laurent",2014
"700","Bride of the Wind",2001
"701","In the Realms of the Unreal",2004
"702","Porn Star: The Legend of Ron Jeremy",2001
"703","Janis: Little Girl Blue",2015
"704","Triumph of the Spirit",1989
"705","The Invisibles",2017
"706","Chasing Trane: The John Coltrane Documentary",2016
"707","Bandit Queen",1994
"708","The 5th Quarter",2010
"709","Official Secrets",2019
"710","End of the Century",2003
"711","Soorma",2018
"712","The Armstrong Lie",2013
"713","Tom of Finland",2017
"714","Rebel in the Rye",2017
"715","Artemisia",1997
"716","Im toten Winkel - Hitlers Sekretärin",2002
"717","Grace Jones: Bloodlight and Bami",2017
"718","Baadasssss!",2003
"719","Glen Campbell: I'll Be Me",2014
"720","Nostradamus",1994
"721","The Source: The Story of the Beats and the Beat Generation",1999
"722","Rosenwald",2015
"723","Lovelace",2013
"724","The Lady",2011
"725","Eat That Question: Frank Zappa in His Own Words",2016
"726","Copying Beethoven",2006
"727","Noble",2014
"728","Effie Gray",2014
"729","Love Is the Devil: Study for a Portrait of Francis Bacon",1998
"730","Koch",2012
"731","Hôtel Terminus",1988
"732","Creation",2009
"733","Total Eclipse",1995
"734","The Devil and Daniel Johnston",2005
"735","Diana",2013
"736","Salome's Last Dance",1988
"737","The First Grader",2010
"738","Jimi: All Is by My Side",2013
"739","The Last Waltz",1978
"740","Billy: The Early Years",2008
"741","Chuck",2016
"742","Compliance",2012
"743","Citizen Jane: Battle for the City",2016
"744","Bukowski: Born into This",2003
"745","Holy Rollers",2010
"746","Linsanity",2013
"747","The Great Victor Herbert",1939
"748","Stockholm",2018
"749","Christine",2016
"750","Ask Dr. Ruth",2019
"751","Anonyma - Eine Frau in Berlin",2008
"752","Antarctica: A Year on Ice",2013
"753","Swanee River",1939
"754","Mad Love",2001
"755","Lady Jane",1986
"756","The People Vs. Fritz Bauer",2015
"757","The Unknown Known",2013
"758","Mesrine Part 2: Public Enemy #1",2008
"759","The Boy in Blue",1986
"760","Mike Wallace Is Here",2019
"761","Amen.",2002
"762","Heart Like a Wheel",1983
"763","The Last of Robin Hood",2013
"764","The Mystery of Picasso",1956
"765","Harvard Beats Yale 29-29",2008
"766","Chattahoochee",1989
"767","Phil Ochs: There But for Fortune",2010
"768","The Green Prince",2014
"769","Mayor of the Sunset Strip",2003
"770","Cézanne et moi",2016
"771","Walker",1987
"772","I Am Eleven",2011
"773","Lords of Chaos",2018
"774","Meeting Gorbachev",2018
"775","Ned Kelly",1970
"776","Joe Strummer: The Future Is Unwritten",2007
"777","The Galapagos Affair: Satan Came to Eden",2013
"778","Oasis: Supersonic",2016
"779","My Perestroika",2010
"780","Gandhi, My Father",2007
"781","The Beaches of Agnès",2008
"782","Spirit of the Game",2016
"783","Il divo - La spettacolare vita di Giulio Andreotti",2008
"784","Crown Heights",2017
"785","The Christine Jorgensen Story",1970
"786","Chopper",2000
"787","Matangi/Maya/M.I.A",2018
"788","Gainsbourg: A Heroic Life",2010
"789","Endurance",1998
"790","Zhi qu wei hu shan",2014
"791","Jeremiah Tower: The Last Magnificent",2016
"792","Death in Granada",1996
"793","The Agronomist",2003
"794","Murderous Maids",2000
"795","Sixty Six",2006
"796","The Ballad of Ramblin' Jack",2000
"797","Fur: An Imaginary Portrait of Diane Arbus",2006
"798","Becoming Colette",1991
"799","Miss Hokusai",2015
"800","Naked Fame",2004
"801","Chris & Don. A Love Story",2007
"802","Supermensch: The Legend of Shep Gordon",2013
"803","Les saveurs du Palais",2012
"804","Nico Icon",1995
"805","Ayn Rand: A Sense of Life",1997
"806","Ip Man 2",2010
"807","The Untold Story of Emmett Louis Till",2005
"808","Camille Claudel",1988
"809","Gauguin: Voyage to Tahiti",2017
"810","Cutie and the Boxer",2013
"811","Cross Creek",1983
"812","Madame Satã",2002
"813","Chasing the Dragon II: Wild Wild Bunch",2019
"814","Heneral Luna",2015
"815","Modigliani",2004
"816","Infinity",1996
"817","Herb & Dorothy",2008
"818","La Danza de la Realidad",2013
"819","Lonely Hearts",2006
"820","Theremin: An Electronic Odyssey",1993
"821","Miles Davis: Birth of the Cool",2019
"822","The Clan",2015
"823","The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",2011
"824","Lambert & Stamp",2014
"825","Chop Suey",2001
"826","Constantine's Sword",2007
"827","Winnebago Man",2009
"828","An Unreasonable Man",2006
"829","Champions",1984
"830","Mr. Gaga: A True Story of Love and Dance",2015
"831","Afternoon of a Faun: Tanaquil Le Clercq",2013
"832","David Lynch: The Art Life",2016
"833","Genius Within: The Inner Life of Glenn Gould",2009
"834","Bonhoeffer",2003
"835","De Palma",2015
"836","13 Minutes",2015
"837","The Long Day Closes",1992
"838","Young Goethe in Love",2010
"839","Nanking",2007
"840","Hybrid",2000
"841","Linda Ronstadt: The Sound of My Voice",2019
"842","Experimenter",2015
"843","Hunger",2008
"844","Music Within",2007
"845","Sunday's Children",1992
"846","Jacquot",1991
"847","Chavela",2017
"848","Bad Reputation",2018
"849","Trial by Fire",2018
"850","Eames: The Architect & The Painter",2011
"851","Halston",2019
"852","Framing John DeLorean",2019
"853","Dahmer",2002
"854","Desert Dancer",2014
"855","Hanna's War",1988
"856","Van Gogh",1991
"857","Ingrid Bergman: In Her Own Words",2015
"858","The Whole Wide World",1996
"859","Good Ol' Freda",2013
"860","Love Ranch",2010
"861","Palau the Movie",2019
"862","Is the Man Who Is Tall Happy?",2013
"863","Requiem for the American Dream",2015
"864","Be Here to Love Me: A Film About Townes Van Zandt",2004
"865","Jay Myself",2018
"866","Gore Vidal: The United States of Amnesia",2013
"867","A Band Called Death",2012
"868","The Young Karl Marx",2017
"869","Unknown White Male",2005
"870","An Honest Liar",2014
"871","The Masked Saint",2016
"872","Mary Magdalene",2018
"873","The Punk Singer",2013
"874","It's All Gone Pete Tong",2004
"875","Becoming Astrid",2018
"876","Spark: A Burning Man Story",2013
"877","The Great Buster",2018
"878","Fidel",2001
"879","Eva Hesse",2016
"880","The Liberator",2013
"881","I Am a Sex Addict",2005
"882","The King's Choice",2016
"883","Marwencol",2010
"884","Victor",2015
"885","Ignatius of Loyola",2016
"886","Daddy and the Muscle Academy",1991
"887","Nas: Time Is Illmatic",2014
"888","The Look of Silence",2014
"889","Jimmy Carter Man from Plains",2007
"890","Lola Montès",1955
"891","Fellini: I'm a Born Liar",2002
"892","Love, Cecil",2017
"893","Bronson",2008
"894","Filmworker",2017
"895","Bettie Page Reveals All",2012
"896","Ain't in It for My Health: A Film About Levon Helm",2010
"897","Andrei Rublev",1966
"898","Thérèse: The Story of Saint Thérèse of Lisieux",2004
"899","Bhutto",2010
"900","Huang jin shi dai",2014
"901","Self Medicated",2005
"902","Mary Shelley",2017
"903","Mein liebster Feind - Klaus Kinski",1999
"904","The Fencer",2015
"905","El Angel",2018
"906","My Reincarnation",2011
"907","Biggie and Tupac",2002
"908","Mapplethorpe",2018
"909","American: The Bill Hicks Story",2009
"910","One Track Heart: The Story of Krishna Das",2012
"911","One Chance",2013
"912","Imaginary Crimes",1994
"913","Ik wil gelukkig zijn",2016
"914","Sunshine Superman",2014
"915","Blue Caprice",2013
"916","Marina Abramovic: The Artist Is Present",2012
"917","Author: The JT LeRoy Story",2016
"918","A Bigger Splash",1973
"919","Praying with Lior",2008
"920","Godard Mon Amour",2017
"921","Der Räuber",2010
"922","Saint Judy",2018
"923","Shock and Awe",2017
"924","Bright Leaves",2003
"925","Colliding Dreams",2015
"926","Stefan Zweig: Farewell to Europe",2016
"927","Steal This Movie",2000
"928","The Hammer",2010
