"","titles","years"
"2453","A Wicked Breed",2020
"2455","Tweed",2019
"2456","It Lives Inside",2018
"2457","Dark Inspiration",2011
"2458","In Their Eyes",2019
"2460","Kuasha jakhon",2018
"2462","Indestructible: No Place to Hide",2020
"2463","Mortos Famintos",2018
"2464","A Girl",2015
"2465","Lisaa",2019
"2466","Vajralu kavala nayana",2017
"2468","Dark, Deadly & Dreadful",2018
"2471","Indestructible: Reckoning",2019
"2472","Zombie Rampage 2",2018
"2473","Devils Tramping Grounds",2018
"2478","Aventura Sangrienta",2017
"2479","Mata Batin 2",2019
"2480","Live",2018
"2481","Antha Akkade Jarigindi",2014
"2483","Adonis Complex",2019
"2486","Portraits of Andrea Palmer",2018
"2487","Abbai class ammayi mass",2013
"2490","You Die - Get the app, then die",2018
"2491","Real Estate of Death",2019
"2492","Bloodline",2018
"2494","Destino das Sombras",2018
"2496","Animal Conduct",2018
"2499","Akkadem Jarigindi",2018
"2501","Ang Mga Aswang",2012
"2503","The Girls of Beta Phi",2018
"2504","The Shape Lives: 40 Years of Halloween",2018
"2507","Contra el Demonio",2018
"2510","Aberration",2018
"2511","Requiem for a Writer (Or How I Learned to Stop Worrying and Love the Block)",2018
"2512","Frances",2019
"2513","Mala Nova El Tesoro De La Montaña Maldita",2018
"2514","T.O.R.R. Dawn of the Red",2011
"2521","Lady Belladonna's Tales From The Inferno",2018
"2523","Vandana",2018
"2525","Bisikan Iblis",2018
"2526","River tragedy",2014
"2528","Spring Fever",2020
"2529","Way in the dark: Confinement",2013
"2531","Train to Busan 2",2020
"2534","A Self-Induced Hallucination",2018
"2535","Senses",2012
"2536","Hush Little Baby: Welcome To The Family 2",2019
"2537","Exposure",2018
"2538","The Weeping House of Qala",2018
"2539","The Devil's Mirror",2018
"2541","Noxious",2018
"2542","Strange Events 2",2019
"2546","Texas Terror Tales",2017
"2548","Ouija Mummy",2019
"2551","Blood Clots",2018
"2557","Ravage",2019
"2558","Guan zhong chan zi",1980
"2560","Death Care",2020
"2561","Cause of my Death",2016
"2563","Gory Hole",2020
"2564","Aurora",2018
"2565","Falling Angel",2018
"2566","BLOODY MARY: The Legend Explained",2018
"2568","Come to Daddy",2019
"2576","Tales of Death 2",2018
"2581","Home Early",2018
"2582","The Dead Center",2018
"2584","CO2 Carbon Dioxide",2018
"2587","Becquer and the Witches",2018
"2589","The Witch",2018
"2590","Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi",2018
"2591","Posljednji Srbin u Hrvatskoj",2019
"2592","Hafiz",2018
"2593","O Bem-aventurado",2018
"2594","Maut Phir Aayegi",2018
"2595","TerrorTales",2017
"2596","New Breed",2001
"2599","Black I-Is-Lee",2019
"2602","Gentayangan",2018
"2603","Octoberfest",2018
"2604","Survival of the Apocalypse",2020
"2607","Grindsploitation 666",2018
"2611","The Surreal Project",2019
"2615","Aghora",2018
"2616","Hell",2018
"2618","Phantom Mary",2019
"2619","Legenda Fatala",2008
"2622","The Barricade",2019
"2624","Cracks",2018
"2625","How To Spell Revenge (Final)",2018
"2626","Siccin 5",2018
"2628","Cin-i ayet",2018
"2629","Nandanavanam 120 kms",2006
"2630","Vengeance",2019
"2634","The Maker of Monsters",2018
"2635","Snuff Tape Anthology",2016
"2636","Rise of the Footsoldier: Marbella",2019
"2639","Gate Way",2018
"2640","Sebelum Iblis Menjemput",2018
"2641","Hell's Belle",2019
"2643","A Wakefield Project",2019
"2645","Thr33",2016
"2647","The Ghost of Tokyo Ca va girl",2018
"2651","The Head",2019
"2652","Nazi Overlord",2018
"2654","Halloween: The Curse of Haddonfield",2017
"2655","Death Records",2018
"2656","Mercy Black",2019
"2657","Hantu Kak Limah",2018
"2660","Proigrannoe mesto",2018
"2662","Ghost Killers vs. Bloody Mary",2018
"2668","Ticket Zer0",2018
"2669","Seligo II Venari",2018
"2670","Hatchet Sisters",2010
"2671","Edgar Allen Poe's Ligeia",2020
"2672","Bhoot Junction",2018
"2678","El Vestido De La Novia",2020
"2679","Daniel Isn't Real",2019
"2680","A Room",2018
"2682","Jade's Asylum",2019
"2684","Blasted Heath",2016
"2687","Sodak Sodak",2018
"2688","Frozen Sasquatch",2018
"2689","Chaman",2011
"2690","Creepy Tales of Pizza and Gore",2014
"2693","Hatch: Found Footage",2018
"2694","Taku-He",2017
"2695","Jesa-ui gongpo",1984
"2696","The Bhoot of Rose Ville",2010
"2701","Terror! Death! Revenge!",2018
"2702","Jinrô gêmu: Inferuno",2018
"2703","Eerie",2018
"2704","Hush Little Baby Welcome To The Family",2018
"2705","Pretham 2",2018
"2706","Frankenstein's Creature",2018
"2707","Vagon",2018
"2708","Sikkfukks: The Black Sun Snuff Dolls",2019
"2711","Whispering Pines",2018
"2713","Incident at Montauk",2019
"2715","The Haunted House: The Secret of the Cave",2018
"2717","Forbidden Island",2020
"2720","A.M.I.",2019
"2721","The Snaker",2019
"2724","Space",2020
"2725","3rd EYE",2019
"2727","Murder Box",2018
"2729","I Trapped the Devil",2019
"2730","Abortifacient",2018
"2732","Skagit",2020
"2733","The Gown",2019
"2735","Hell House LLC II: The Abaddon Hotel",2018
"2736","Stalker",2019
"2737","Mischief Night",2021
"2738","Blood Lots",2019
"2740","Roach",2019
"2742","Ensetsu Yotsuya kaidan",1965
"2743","Tommy Taffy",2020
"2744","Invierno 13",2017
"2745","El bosque negro",2018
"2747","Baruk",2014
"2748","Lupt",2018
"2750","I Am an Addict",2019
"2752","13: The Haunted",2018
"2753","Hail to the King - A King named Kong",2014
"2759","Perjanjian Terlarang",1990
"2760","Torment of angels",2017
"2764","Home Videos 3",2019
"2765","Hell Week - Hellcoming",2017
"2770","The Fear Footage",2018
"2773","San geng che ku",2015
"2774","Invoking 5",2018
"2775","Serangan Orang Minyak",1958
"2776","Jaran Goyang",2018
"2777","Teacher's Lounge",2019
"2778","Mr. Homanand",2018
"2782","The Secret of Ivy Headstone",2005
"2784","Bloody Brothers",2007
"2785","Halloween at Aunt Ethel's",2019
"2786","La cholita condenada por su manta de vicuña",2012
"2788","Tumbal: The Ritual",2018
"2789","Morris",2020
"2790","Showmen'z UnRest",2018
"2793","She Claims",2016
"2796","We Wait in the Woods",2020
"2797","23:59: The Haunting Hour",2018
"2798","Warnings",2019
"2802","Run Sweetheart Run",2020
"2803","Interment",2019
"2805","Overdose of Gore: Crime born Crime",2015
"2806","Splatter",2012
"2807","Nguoi Bât Tu",2018
"2808","Tumors 3: Doctor nightmare",2018
"2809","Tumors 2",2013
"2810","Gialli",2015
"2815","Hangman's Hill",2020
"2816","Citizen Normal",2018
"2819","Damned for Eternity",2018
"2823","Nosferatu Re-Animated",2018
"2824","Devil's Junction: Handy Dandy's Revenge",2019
"2825","Crawlers",2021
"2826","President Evil",2018
"2828","Grandma's House",2018
"2833","Bannister DollHouse",2019
"2835","Amityville: Mt. Misery Rd.",2018
"2836","Iris In",2018
"2840","Alien Predator",2018
"2843","Entity",2017
"2844","Culto al Terror",2017
"2845","Sibiennyakh sir",2008
"2846","Sacren",2019
"2847","Texas Tall Tales",2018
"2849","Afraid",2018
"2851","Hurt Doll",2018
"2853","The Way Home",2015
"2854","Parva",2017
"2855","The Way Home 2",2016
"2858","Jie shi huang hou",1981
"2860","Lake Artifact",2019
"2861","Gary and the Underworld",2018
"2862","Scariest Night of Your Life",2018
"2863","4 Films of Horror",2018
"2864","Santet",2018
"2865","O Capiau Contra o Diabo",2018
"2869","Yi a suo mi ma",2018
"2870","Tafanos",2018
"2872","Goth Zombie",2019
"2877","Dukun lintah",1981
"2878","Birahi perempuan halus",1997
"2879","The Russian Razor Massacre 3: The Last Razor",2019
"2880","The Artifact",2008
"2883","Another Cinema Snob Movie",2019
"2884","Permainan binal",1995
"2885","The Killing House",2018
"2886","Cinta terlarang",1995
"2887","Cinta Berdarah",1989
"2888","Thulasidala",1985
"2892","Il signor Diavolo",2019
"2894","Seven Nights at Manny's: Carnival of Doom",2018
"2896","Misteri di Malam Pengantin",1993
"2897","Karma",2019
"2898","Elves",2018
"2900","God's Law",2018
"2902","Aib #Cyberbully",2018
"2905","Lukisan Berlumur Darah",1988
"2909","Secrets in the Hot Spring",2018
"2912","The Utah Cabin Murders",2019
"2916","Death of a Vlogger",2019
"2917","Bangunnya Nyi Roro Kidul",1985
"2918","Malam Jumat Kliwon",1986
"2919","Baron Von Laugho's Halloween Spook-A-Thon! Special Restored Edition",2018
"2920","The House on Mansfield Street",2018
"2923","Repossession",2019
"2924","Cybernetic Showdown",2019
"2925","Clown Footage",2018
"2926","The resident: o katoikos",2013
"2929","Araf 2",2019
"2930","Spunk's Not Dead",2018
"2931","Happy Times",2019
"2932","Everybloody's End",2019
"2934","Wicked Ones",2020
"2936","Blood Money",2019
"2937","Horror and Hamsters",2018
"2940","Teacher Shortage",2020
"2943","The Hoard",2018
"2944","Scarecrow's Revenge",2019
"2945","Deadsight",2018
"2948","On The River",2014
"2950","Baan phi pop 3",1990
"2951","Save Our Lives",2018
"2952","Save Our Lives",2018
"2954","Savage Vengeance",2020
"2955","Run with me: trekse mazi mou",2017
"2956","Ekta",2019
"2958","Actually Happened! Most Terrifying Psychic Phenomena. Psychic Research Team Report. Relived.",2004
"2959","Prey",2018
"2960","Dark Ditties Presents: The Witching Hour",2019
"2961","Nefarious",2018
"2962","Slender",2018
"2964","Buyer Beware",2018
"2965","Aparichita",1978
"2967","Sustefest 2018",2018
"2970","One Night At Villa",2019
"2971","Baan phi pop 2",1990
"2977","Encroach",2018
"2980","I Know You",2019
"2983","Baan phi pop",1989
"2984","Grim Places",2018
"2985","The Black Gate",2017
"2988","Balta",1986
"2990","Zombie GRRL",2018
"2993","Rasuk",2018
"2995","Kafir: Bersekutu dengan Setan",2018
"2996","Clown Fear",2020
"2997","Üç Harflilerin Musallat Oldugu Büyülü Konakta Ruh Çagiran Gençlerin Hazin Hikayesi",2018
"2998","Taste Me: Death-scort Service Part 3",2018
"3001","Kuntilanak",2018
"3002","Main Zaroor Aaunga",2019
"3004","Jailangkung 2",2018
"3005","Creep Nation",2019
"3006","Satanic Panic",2019
"3010","Out of Gas",2018
"3012","Nécrologies",2018
"3014","The Seventh Page",2018
"3016","Tuman buolbut taptal",2007
"3020","Baiorensu boijâ",2018
"3024","Zohak",2018
"3025","The Odious",2020
"3027","Night Mistress",2019
"3028","A Psycho's Path",2019
"3029","Setteekh",2010
"3031","Alive",2018
"3033","Trippy Trip",2018
"3038","Porno",2019
"3039","Clownado",2019
"3041","Way Back in the Woods",2018
"3043","Putri Kuntilanak",1988
"3045","Untitled Boogeyman Sequel",2019
"3046","Hinsdale House",2019
"3050","Gojira: hoshi wo kû mono",2018
"3052","Kerziot",2020
"3053","Unfollowed",2018
"3055","Skin Eating Jungle Vampires",2002
"3056","Shockvalue: The Savage High Story Vol. 2",2018
"3057","Boat Squad: The Legend of Martha King",2018
"3058","Cry",2018
"3060","Nice to Eat You",2018
"3063","Alas Pati: Hutan Mati",2018
"3064","Play Dead",2018
"3065","The Blue Choker",2018
"3066","Scrapped",2018
"3068","Saddu",2018
"3074","Wanita Jelmaan",1990
"3075","American Barbarian",2018
"3077","Demons",2018
"3078","Un Gigante Sin Cabeza!",2020
"3080","Tanha Nam Man Phrai",1990
"3081","The Bleeding Game",2018
"3085","The Gnome",2018
"3087","Cured",2018
"3089","Pagan Warrior",2019
"3090","Pet Graveyard",2019
"3091","3 AM: Part 3",2018
"3092","Phantom Flyer",2018
"3097","Stairs",2019
"3098","The Unknown",2018
"3099","Death Hotel",2018
"3101","Hope",2018
"3106","Old Future: Storm of Stardust",2019
"3107","VARNAMAYA",2018
"3109","Alptraum",2017
"3113","Bhobishyoter Bhoot",2018
"3117","Bit",2019
"3118","Nefarious",2019
"3119","Abrakadabra",2018
"3120","Female Touch",2018
"3121","Final Semester",2018
"3127","Penumpas Ajaran Sesat",1991
"3134","The Wicked Dolls",2005
"3137","Detention",2012
"3138","Lefty Lucy",2018
"3139","Rabbia furiosa",2018
"3140","Inmate Zero",2019
"3141","Intruder",2019
"3142","El diablo me dijo qué hacer",2019
"3143","Tutsak",2018
"3146","Robert Reborn",2019
"3149","Portal",2019
"3150","Capture",2017
"3152","Darlin'",2019
"3153","Jayamahal",2018
"3154","Amavas",2019
"3155","Death to Metal",2019
"3156","GirlFight: Model Kombat",2018
"3157","Midnight Devils",2019
"3159","Witnesses",2019
"3166","Necropath",2018
"3167","Bai zhi nu sheng",2017
"3168","House Shark",2017
"3169","The Song of Pure Blood",2021
"3173","Sajen",2018
"3175","Seven Boxes",2020
"3176","Pikovaya dama. Zazerkalye",2019
"3177","A Heart in Pieces",2018
"3180","Piranha Rising",2021
"3181","Sterling",2020
"3182","Santhoshathil Kalavaram",2018
"3184","Quaint",2012
"3185","Almost Alone",2019
"3186","Dark Figures",2019
"3187","Nay",2017
"3188","7th Villa",2018
"3189","Desper Hollows",2019
"3191","Swallow",2019
"3192","The Numbers",2018
"3194","Behind the Trees",2019
"3196","Corporate Animals",2019
"3197","Scarecrows of the Third Reich",2018
"3199","Trunk",2018
"3203","Brokedown",2018
"3204","Cam",2018
"3206","Anthology of horror 8",2018
"3207","Cross Over",2018
"3210","After Midnight",2019
"3212","The Last",2018
"3215","Witches in the Woods",2019
"3217","Get Gone",2019
"3218","The Mascot",2020
"3220","Undead",2018
"3225","Rosa Leigh",2018
"3226","Umarat Rushdi",2017
"3227","Creature in the Woods",2017
"3231","The Devil's Machine",2019
"3239","Phaedra",2018
"3241","Tennen seikatsu",2019
"3243","Neeya 2",2019
"3247","Weird Fiction",2018
"3248","A Quiet Place Part II",2020
"3249","The Tao Is Down",2018
"3250","One Must Fall",2018
"3251","Amulet",2020
"3252","Tone-Deaf",2019
"3253","Odissea della Morte",2018
"3258","The Golem",2018
"3260","Doom: Annihilation",2019
"3263","An American Ghost Tail",2018
"3264","Cucuy: The Boogeyman",2018
"3265","Hybrid",2018
"3271","D-Railed",2018
"3279","Muere, monstruo, muere",2018
"3280","Hollywood Horror",2005
"3281","Reuni Z",2018
"3284","Sibirskiy potroshitel",2016
"3286","Dementia Part II",2018
"3287","The Landlord",2013
"3288","The Wretched",2019
"3290","Santa Jaws",2018
"3291","3 mukhi",2018
"3292","Legend of the Unclemother",2018
"3296","The Boe Sisters",2018
"3297","The Cemetery of Sisters",2018
"3300","Kafir",2018
"3301","Echoes",2018
"3304","Tvar",2019
"3305","The Sleep Experiment",2020
"3307","My Dead Selfie",2018
"3308","Corpse",2018
"3309","Midnight Taxi Madness",2018
"3310","Red Forrest",2018
"3311","Sniper Corpse",2019
"3314","Aru Zonbi Shoujo no Sainan",2018
"3319","Church of Fears",2018
"3320","The Huntress: Rune of the Dead",2019
"3321","Therapist",2017
"3324","Sirf 5 Din",2018
"3325","Sema",2018
"3328","Worship the Son",2020
"3330","Th'dread Rattlin'",2018
"3331","Go Home - A casa loro",2018
"3335","Neeli",2018
"3336","Dark Encounter",2019
"3337","Khamoshi",2019
"3344","Polterheist",2018
"3347","Prudence Drive",2018
"3348","The Demon",2016
"3349","The Doll",2017
"3350","Pee Nak",2019
"3353","Downward Twin",2018
"3355","The Vault",2015
"3357","Hantu Bungkus Ikat Tepi",2015
"3359","Monster Hunt The Movie",2014
"3360","Nocturnal",1994
"3361","Wu ye liang dian",1987
"3365","The Nightmare Emporium",2017
"3368","Bloody Nun",2018
"3373","The Second Coming",2018
"3375","Another Comic Ruse: Comic Conned",2018
"3376","Travesty of the Malevolence",2018
"3377","Dagko na Tawo",2018
"3380","Tumbbad",2018
"3381","Flight 666",2018
"3383","Ghost Story",2016
"3384","Krampus Origins",2018
"3386","Reyvumun",2018
"3387","Altered Skin",2018
"3388","Echoes of Fear",2018
"3389","The Shed",2019
"3390","Slasher Party",2019
"3395","Extra Ordinary",2019
"3396","Livescream",2018
"3401","The Faceless Man",2019
"3402","The Platform",2019
"3403","The Horror of Making My Film",2019
"3404","The Furies",2019
"3409","Domestic Hell",2018
"3413","karantina XII",2018
"3414","TeleviZion",2018
"3418","The Fungus Among Us",2018
"3420","Seething",2013
"3421","Children of the Way",2016
"3422","Sledgehammer",2017
"3425","The Last Five Days",2011
"3426","The Resurrection Man",2018
"3430","Wolfman's Got Nards",2018
"3431","Tales Beyond Madness",2018
"3433","You're So Dead!",2019
"3435","Shattered",2018
"3438","Jesus I Was Evil",2018
"3439","Victim of Love",2019
"3444","Beneath the Black Veil",2019
"3448","Silhouette",2019
"3450","The Last of the Manson Girls",2018
"3454","Queen Dracula",2017
"3455","Le daim",2019
"3457","The Invader",2019
"3458","Kiss My Ashes",2018
"3459","Brelindzè",2018
"3460","Home Videos 2",2019
"3463","Tell Your Children",2019
"3465","Ballet Blanc",2019
"3467","Tokoloshe: An African Curse",2020
"3469","The Last Heroes",2019
"3470","9",2019
"3471","This Is Our Home",2019
"3472","Requiem",2018
"3476","Amazon Hot Box",2018
"3477","Lucero",2019
"3478","Vasudhaika 1957",2016
"3479","Vindication",2011
"3480","Humanhunters",2016
"3481","Drusya Kavyam",2016
"3482","Thiripuram",2018
"3483","Phonomanie",2019
"3484","Ghoul Scout Zombie Massacre",2018
"3485","Shadow",2018
"3486","Senritsu no hate ni on'na wa au",2017
"3492","The Wolf House",2018
"3494","The Final Project",2017
"3498","Do Not Reply",2019
"3499","Unholy Night",2019
"3500","The Perished",2019
"3501","Chitram Bhalare vichitram",2016
"3504","Masacre en Teques",2020
"3506","Sabaibu",2006
"3508","Apartment Haunting",2017
"3512","Zombocalypse",2020
"3513","Follow Me",2020
"3514","Sebastian 2018",2018
"3516","Paranormal Investigation Agency",2017
"3517","Wolf",2019
"3518","The Revenge",2015
"3520","White Goods",2018
"3521","Making Monsters",2019
"3525","World War Mud",1982
"3526","S the Film",2012
"3528","The Slave Call Alice",2018
"3532","1st Summoning",2018
"3534","Diary of a Demon 3",2015
"3540","Diary of a Demon 2",2015
"3541","Dead De La Créme",2018
"3542","3 from Hell",2019
"3544","DEMON",2018
"3545","Demon",2018
"3547","Diary of a Demon",2014
"3548","Down There",2020
"3549","7:02 Only the Righteous",2018
"3551","Memento Mori",2018
"3560","Tiny Terrors",2018
"3562","Last American Horror Show",2018
"3564","The Abode of Mad Tales",2018
"3566","Stomach",2019
"3568","Siren",2015
"3570","Cry for the Bad Man",2019
"3574","DVD 2",2019
"3575","Stree",2018
"3576","Kamen Rider Amazons the Movie: Saigo no Shinpan",2018
"3577","Distant Lanterns",2017
"3580","Hontô wa eroguroi Isoppu Gûwa: Usagi to kame to, kin · gin · tetsu no hôchô - Shizâchin P",2018
"3581","Bearry",2020
"3583","Hell's Image",2018
"3585","The Night",2020
"3586","Phantoms",2015
"3590","080817.mp4",2017
"3591","Witchtown",2018
"3595","The Seven",2019
"3597","Haunted Routes: Evil East Coast Highway",2017
"3598","Kinavally",2018
"3599","Millennial Killer",2020
"3601","Goodbye Dolly",2010
"3602","Common Poisonous Things",2018
"3604","Chainsaw Killer",2013
"3605","Alien nightmare X",2018
"3606","SeVen",2018
"3608","Tales from Beyond",2018
"3610","La Dama Tapada: El origen de la leyenda",2018
"3613","Mutants",2018
"3616","Irukku Aana Illai",2014
"3617","Exit",2020
"3620","Room 9",2020
"3621","Insignis",2017
"3622","The Row",2018
"3623","Ghost of Camp Blood",2018
"3625","Evil Bong 777",2018
"3626","Luciferina",2018
"3636","Mummy Reborn",2019
"3637","The Watcher",2018
"3640","Deadwall Hotel",2018
"3642","Hallowed Be Thy Name",2020
"3644","We Summon the Darkness",2019
"3645","Moonam Niyamam",2018
"3646","The Plague Rages",2018
"3647","Rise of the Omen",2017
"3650","Fear",2018
"3651","Blood, Sweat and Terrors",2018
"3652","The Tokoloshe",2018
"3653","Taxiwala",2018
"3656","Paranoia",2015
"3658","Camp Hideaway Massacre",2018
"3660","Flakka 666",2018
"3662","El nuevo orden",2018
"3663","Kanchana 3",2019
"3664","Fear Me: Cold Blooded",2018
"3665","The Ghost of Room 13",2018
"3667","Watch If You Dare",2018
"3668","Hell's Nest",2018
"3669","The Empyrean",2020
"3671","Down's Revenge",2019
"3674","Naqaab",2018
"3679","Keyboard Commandos Must Die",2018
"3680","Rassvet",2019
"3682","Demon Eye",2019
"3685","The Odds",2018
"3688","Necrosis",2017
"3689","Black Full Moon",2017
"3690","Survive The Hollow Shoals",2018
"3692","Troy Loxton's Father",2017
"3696","Witch 2",2018
"3698","Praana",2019
"3699","Hôkago senki",2018
"3700","Twins",2020
"3701","The Past",2018
"3703","Su ming zhi di",2017
"3707","Blood Vessel",2019
"3708","The Cleansing Hour",2019
"3709","The Penny Dreadful Picture Show Re-Animated",2018
"3710","Boy!",2018
"3712","Succession",2018
"3715","Foto na pamyat",2018
"3716","Yaga. Koshmar tyomnogo lesa",2019
"3717","Open House: The Grieving Mother",2018
"3718","Squatters",2018
"3721","Wretch",2019
"3727","Mr. Cleaver",2018
"3729","Shockvalue: The Savage High Story",2018
"3730","Love Rain",2018
"3733","Page 16",2018
"3735","Kuru",2018
"3736","Dime Quien Eres",2018
"3739","Bocas",2019
"3740","True Fiction",2019
"3741","Drain Away: Is Pure Longing a Sin?",2021
"3743","465",2017
"3744","Spirits in the Dark",2019
"3747","W.I.B.",2017
"3748","The Branded: Initiation",2018
"3753","Morto Não Fala",2018
"3757","Dark Winter",2018
"3758","Lake Fear 3",2018
"3759","The Killer Clown Meets the Candy Man",2019
"3760","Shalini",2017
"3761","Sabrina",2018
"3762","Dare",2017
"3763","Hacked By Devil",2018
"3764","Danur 2: Maddah",2018
"3765","Kabir Azabi",2018
"3766","Kapidaki Sir",2018
"3767","Black Water: Abyss",2020
"3768","Frat House Massacre",2018
"3769","Return of the Slasher Nurse",2019
"3771","Paranoia Tapes 7: Felts Field",2020
"3772","Madhouse",2019
"3773","Pari",2018
"3775","The Haunting of Sharon Tate",2019
"3776","Apaye Thathpara Asu Haradahak",1997
"3778","Reborn",2018
"3780","The Revenge of Phantom Knight",2018
"3782","Conducta animal",2018
"3783","Dimension Z",2017
"3786","Cheerio Holman",2002
"3787","Pyos",2017
"3788","The Legend of Holcomb Road",2018
"3789","6 Athiyayam",2018
"3791","Montreal Dead End",2018
"3792","Silver Stars on Red Velvet",2019
"3793","A Christmas Monstrosity",2018
"3794","Kapalak Kizi",2018
"3798","Kabus",2018
"3799","666 Cin Musallati",2017
"3801","Cin Çesmesi",2018
"3802","The Farm",2018
"3803","Snowed In",2018
"3804","Break-In on Bell Street",2018
"3806","Char Man",2019
"3807","Innumerable",2018
"3809","Hell Nurse",2019
"3811","The Death Pledge",2019
"3813","The Nothing",2020
"3814","Rebecca's Grave",2018
"3815","The Burning World",2019
"3816","The Whitlow House",2018
"3817","Here Comes Hell",2019
"3819","Depraved",2019
"3820","The Thing That Keeps You",2021
"3821","Behemoth",2018
"3822","The Projector",2018
"3823","The Lie",2018
"3826","Paranoia Tapes 06:06:06",2020
"3827","Pottu",2019
"3828","Kadhile Bommala Katha",2017
"3829","Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô",2018
"3830","The Destroyer",2016
"3831","I'm Thinking of Ending Things",2020
"3832","Serial Rabbit V: The Epic Hunt",2017
"3833","Kingdom of Darkness",2020
"3834","Apocalipsis Voodoo",2018
"3837","JED",2019
"3839","Limbo",2019
"3840","Reefer Lake",2018
"3842","E-Demon",2016
"3844","Lucifer's Women",1974
"3846","Õuduskassett",2017
"3848","Chains of Mephistopheles 2",2017
"3850","Roja Oscuridad",2018
"3851","The Creature of Scape Ore",2018
"3852","Jackson",2019
"3853","Cajun Mystery",2018
"3854","Were the Wolf Creeps",2016
"3855","Sivagami",2016
"3857","Aku Haus Darah Mu",2017
"3860","Wrong Side of the Tracks",2017
"3862","Aame Yevaru",2016
"3863","Paranoia Tapes 5: Rewind",2020
"3864","Bezm-i Ezel",2017
"3865","One Cut of the Dead",2017
"3866","Messiah",2018
"3869","Gogol. Viy",2018
"3870","Grohan",2015
"3871","Door Knob",2018
"3872","Razor Bastard",2020
"3876","Bride of Scarecrow",2019
"3877","Toof",2019
"3878","Xuong 13",2018
"3879","Avanthika",2017
"3882","Ade Raaga Ade Haadu",1989
"3883","Ripple",2017
"3884","The Amino Show",2008
"3885","Paranoia Tapes 4: Kennel House",2018
"3886","Let's Not Meet",2018
"3891","Control 'C'",2016
"3892","Gods of Perdition",2018
"3893","Family Blood",2018
"3895","Paranoia Tapes 3: SIREN",2018
"3896","Chimamire wedingu",2018
"3898","The Cannibal Club",2018
"3899","Ramkahani",2018
"3900","Photoshock",2017
"3901","Mezarlik",2017
"3903","The Investigators: When Truth Calls",2019
"3909","Trash Arts Killers: Volume One",2018
"3910","District Nurse",2018
"3911","Tuunnu yald'attar",2011
"3912","Mercury",2018
"3913","Danger",2018
"3915","Clownface",2017
"3918","Heaven in Hiding",2018
"3920","Anykah",2018
"3926","Ayakashi Banashi",2017
"3927","Rise of the Zombie Dolls",2018
"3930","Tôkyô ribingu deddo aidoru",2018
"3931","122",2019
"3932","Abduction",2019
"3933","Light/Waves",2020
"3934","House Of Setnakht",2019
"3938","Aghora: The Deadliest Blackmagic",2018
"3943","War of Devils",2007
"3945","Luz",2018
"3946","The Terror Stalkers",2015
"3948","Slimoids",2018
"3949","Seya",2018
"3950","Virion",2016
"3951","Vien di notte",2018
"3952","Feedback",2019
"3953","Loon Lake",2019
"3954","South Mill District",2018
"3956","Mouchuki Forest Bungalow",2016
"3957","Late Night Stranger 1",2008
"3958","Let Me in 2",2018
"3959","Kaatteri",2018
"3961","Payment Received",2019
"3965","Elliott Mallane's Murder",2017
"3966","She Walks the Woods",2019
"3967","Boat Squad: The Legend of Martha King",2018
"3968","Play",2020
"3970","Lysa Hora",2018
"3971","Cinayet-i Ask",2017
"3972","Onna yûrei: Binyû no urami",2017
"3975","Holiday Hell",2019
"3977","Awoken",2019
"3979","O-Negative",2018
"3980","Castle of Horror",2010
"3982","Red 11",2019
"3984","Unearthed: The Curse of Nephthys",2018
"3985","Final Curtain Part 19: The Night Chicago Die",2017
"3989","Harpoon",2019
"3991","Dracula in Love",2018
"3992","Underneath: An Anthology of Terror",2018
"3994","Eyes Don't Lie FF",2017
"3999","Home with a View of the Monster",2019
"4002","Possessed",2018
"4006","Onaaigal Jakkiradhai",2018
"4007","Raa Raa",2018
"4009","La Visita del Diablo",2018
"4010","Lying Posture of a Lion",2017
"4012","Epidemic",2018
"4014","Crown of the Archons",2017
"4015","Heartland Horror",2018
"4018","The Stream",2017
"4021","Strung Up",2018
"4022","Du wen",1992
"4025","Crown of the Archons",2017
"4027","Misfit",2016
"4034","Are We Dead Yet",2019
"4036","Cannibal Hookers",2019
"4040","Parched",2017
"4041","Edmund Kemper Part 3: Death Rages",2001
"4042","Edmund Kemper Part 2: Death is Life",2001
"4045","Edmund Kemper Part 1: The Death of my Life",2001
"4046","Ahum",2019
"4048","Shob Bhooturey",2017
"4049","Dead by Christmas",2018
"4051","Real Haunts",2017
"4052","Witch",2018
"4053","Death Cases",2017
"4055","Subversive",2017
"4057","Que Sera",2014
"4058","The Mortuary Collection",2019
"4059","Yeongno",1976
"4063","Chaos",2018
"4064","Paranormal Farm",2017
"4066","Man Alive!",2011
"4067","Gerry the Psychopath",2018
"4068","Neck Of Da Woodz",2006
"4069","Night of the Unspeakable",2017
"4070","Mr. Crowstill's Dream",2004
"4071","Sugarplum",2017
"4072","Haunted Road 2",2017
"4074","The Perfection",2018
"4076","Hallowed Ground",2019
"4077","Idam Porul Aavi",2017
"4081","Devil 2.0",2017
"4082","The Thinning: New World Order",2018
"4086","Suo ming san niang",1979
"4087","Xue ye hua",1978
"4089","Odavum Mudiyadhu Oliyavum Mudiyadhu",2018
"4090","Gu cuo ye yu",1978
"4091","Hidden House",2018
"4092","Phantasmagoria 2: Labyrinths of blood",2018
"4095","Penanggal",2011
"4096","The Hatred",2018
