"","titles","years"
"4199","If You Pull North",2010
"4200","Hula and Natan",2010
"4201","Hooligans at War",2010
"4202","Good Luck for You Every Day: The Incredible Story of Peng Phan",2010
"4203","Hiljaisuus",2011
"4205","Die Narbe. Westberlin (West)",2009
"4206","All the Sins of the Past",2009
"4207","Die verlorene Zeit",2011
"4208","Afghan Memento",2010
"4209","The Kill Hole",2012
"4210","Green Cards for Al Qaeda",2010
"4212","Dzieci Wehrmachtu",2010
"4213","Tenderfoot",2010
"4214","Parashuty na derevyakh",1973
"4215","Khleb detstva moyego",1977
"4216","Eye to Eye with Ivan and the Ice Curtain",2009
"4217","The Patriot Game",2007
"4218","Poisoned",2011
"4219","My Unbeatable Uncle",2010
"4220","There Was Once...",2011
"4221","Hibakusha, Our Life to Live",2010
"4222","The Other American(s)",2010
"4223","Auschwitz",2011
"4224","Pieces for Peace",2008
"4225","Flooding with Love for The Kid",2007
"4228","Discoveries of a Marionette",2009
"4229","The War Reporter",2010
"4230","A Soldiers Story",2010
"4231","Cuba: The 40 Years War",2002
"4233","Out of Europe",2010
"4234","Wunderkinder",2011
"4235","Equilateral",2011
"4237","Molke Soleiman",2010
"4238","Day of the Falcon",2011
"4239","The Change: History Through Guineans' Eyes",2010
"4240","Tears of Gaza",2010
"4241","4 Tage im Mai",2011
"4242","In the Game: Modern Warfare",2010
"4243","Nijuman no borei",2007
"4244","Un devoir de protection: Justice pour les enfants soldats en R.D.C.",2005
"4245","Dreams of Liberty",2010
"4246","If No War?",2007
"4247","Memorial Day",2012
"4248","1973 revoluciones por minuto",2008
"4249","ANPO: Art X War",2010
"4250","Hababam taburu",1975
"4251","Serdtse vraga",2017
"4252","Black Sheep",2010
"4253","Return to the Hiding Place",2013
"4254","War Flowers",2012
"4256","La voz dormida",2011
"4257","In-peul-loo-eon-seu",2010
"4258","Higher Education",2010
"4259","Welcome to Lee Maine",2010
"4260","Hitokiri II: Road to Destiny",2009
"4261","Sengadal",2011
"4262","Afghan Luke",2011
"4263","Iraq, Finally",2010
"4264","Rwanda: Beyond the Deadly Pit",2009
"4266","Dolgaya pamyat",1985
"4268","Jäämarssi",2011
"4269","An American in Texas",2017
"4271","Inside",2009
"4272","Gott hat es schwer mit uns",2009
"4273","Zéro un",2003
"4274","Back in Nam",2012
"4275","Habibi Rasak Kharban",2011
"4276","Jimmy Murakami: Non Alien",2010
"4277","The Forgotten Bomb",2010
"4278","The Brave Fighters: Resistance Stories Near Hitler's Ukrainian Headquarters",2010
"4279","Fire in the Heartland: Kent State, May 4, and Student Protest in America",2010
"4282","Private Peaceful",2012
"4284","The Painted Bird",2019
"4285","Oba: The Last Samurai",2011
"4286","The Blue Book",2009
"4287","Karafuto 1945 Summer Hyosetsu no mon",1974
"4289","Dong feng yu",2010
"4291","The Peace Treaty of Portsmouth: A Spiritual Perspective",2008
"4292","Tu bo guo ji si wang xian",1973
"4293","Coexist",2010
"4294","Can You Hear Me? Israeli and Palestinian Women Fight for Peace",2006
"4295","Tsur's Kids",2010
"4296","The Last Nazi Hunter",2010
"4297","Ira Handa Yata",2009
"4298","Three Stories of Galicia",2010
"4299","442: Live with Honor, Die with Dignity",2010
"4300","Viet Nam: Then and Again",2004
"4301","Dude",2010
"4303","SGT. Will Gardner",2019
"4304","Naisten savotta",1999
"4305","Meet You in Jerusalem",2010
"4306","All or Nothing",2010
"4307","Ichimai no hagaki",2010
"4308","Burma in Pieces",2010
"4309","Blicke in die Leere",2009
"4310","The Forgotten Defenders",2010
"4311","Delta Zulu",2012
"4312","Soldiers of Paint",2013
"4313","A Farewell to Fools",2013
"4314","Mother of Normandy: The Story of Simone Renaud",2010
"4315","Kamenge, Northern Quarters",2010
"4316","Färyäd",1993
"4317","Patrol Base Jaker",2011
"4318","For Honor with Valor",2010
"4319","Adios Mi Amigo",2010
"4320","Irena Sendler: In the Name of Their Mothers",2011
"4321","The Soldier's Tale",2007
"4322","Besa: The Promise",2012
"4323","Eisis",2010
"4325","Fontana, la frontera interior",2009
"4326","Zapomenuté transporty do Polska",2010
"4327","Kingdom of Dust",2011
"4328","The American Dream",2011
"4329","Darah Garuda",2010
"4330","Peace for Profit",2008
"4331","Minus One",2010
"4332","Süskind",2012
"4333","Lauf Junge lauf",2013
"4335","In the Matter of Cha Jung Hee",2010
"4336","Sulku",2003
"4337","Pervaya konnaya",1941
"4338","More Than the Mountains",2010
"4339","Nepal, in the Mountain's Shadow",2009
"4340","Chicogrande",2010
"4341","Home by Christmas",2010
"4342","Camp Victory, Afghanistan",2010
"4343","Der Tag des Spatzen",2010
"4344","La grande guerra",1916
"4345","Guerra dalla Bainsizza al Timavo",1917
"4346","Hiroshima Nagasaki Download",2011
"4348","High Blue Sky",2010
"4349","About Face!: Reenacting in a Time of War",2010
"4351","The Revenge of Pancho Villa",1932
"4352","Moranbong, une aventure coréenne",1960
"4353","A Very Short War",2010
"4354","Age of Heroes",2011
"4355","Beneath Everest: Nepal Reborn",2010
"4356","Another Way",2009
"4357","My iz budushchego 2",2010
"4358","Dersimiz: Atatürk",2010
"4359","Within Sight of Shore",2010
"4360","Pohwasogeuro",2010
"4361","Top Secret Rosies: The Female 'Computers' of WWII",2010
"4362","Katusha",2008
"4363","Brocket 99: Rockin' the Country",2006
"4364","Veda",2010
"4365","Changjiang yi hao",1970
"4366","Beating the Bomb",2010
"4367","Lebenverse: Living Video Memory",2009
"4368","Celebes - Kaigun hôdôhan'in no hôkoku: Kiroku-hen",1944
"4369","In Service",2009
"4370","Kurdî",2009
"4371","Voices of the Veterans",2002
"4372","Yesterday",2009
"4373","Inside Buffalo",2010
"4374","The Night Cook",2010
"4375","San Martín: El cruce de Los Andes",2011
"4376","Hei yu da tao wang",1982
"4377","Da di yong shi",1980
"4378","Protivostoyanie",2006
"4379","Rethink Afghanistan",2009
"4380","Kinyarwanda",2011
"4382","The Survivors: Days in Zhari Police Station",2009
"4383","Son bulusma",2008
"4384","So-nyeon-eun wool-ji anh-neun-da",2008
"4385","Essential Killing",2010
"4386","Chosin",2010
"4387","Untitled Artificial Heart Project",2013
"4388","The Attempt Dossier",2010
"4389","Chou sar?",2009
"4390","The Trials of J. Robert Oppenheimer",2008
"4391","Ryabinovyy vals",2010
"4392","Ma'im So'arim",2005
"4393","Brian & Co. Parliament Square SW1",2009
"4394","Five Days of Fire",2007
"4395","Cure: The Life of Another",2014
"4396","Born of War",2014
"4397","Flag of My Father",2011
"4398","Heldentum und Todeskampf unserer Emden",1934
"4399","Another Glorious Day",2009
"4400","Zen and War",2009
"4401","Woodstock and Paco... a 'Nam War Flick",2009
"4402","A Cut Above",2009
"4403","Not Forgotten",2008
"4404","Love Letters",2007
"4405","South Africa: Murder Most Foul",2007
"4406","Primavere a Sarajevo - L'arte della rinascita",2007
"4408","Johnny and Jo",2009
"4410","The Year of the Abyss",2009
"4411","Standing Army",2010
"4412","Schatten des Krieges",2008
"4413","Polack",2010
"4414","MGS: Philanthropy",2009
"4415","Feng huo",2008
"4416","Ispansi!",2010
"4417","Tuntematon emäntä",2011
"4418","Rotating: The Movie",2009
"4419","Afghanistan, Land of Wonders",2009
"4420","Budapest to Gettysburg",2007
"4421","The Longest War",2009
"4422","El rumor de la arena",2008
"4423","Diary of a Disgraced Soldier",2009
"4424","The Road to Bataan",2009
"4425","A Fight for the Troops",2010
"4426","Remembrance Day",2009
"4427","Mountains That Take Wing: Angela Davis & Yuri Kochiyama - A Conversation on Life, Struggles & Liberation",2010
"4428","Woke Up Alive",2009
"4429","The Desert of Forbidden Art",2010
"4430","Learning to Lead",2009
"4431","Father of the Kamikaze",1974
"4432","Âa dôki no sakura",1967
"4433","The Fight for Water",2009
"4434","The Heart of Battle",2009
"4436","Alimankada",2008
"4437","The Miscreants of Taliwood",2009
"4438","Silent Shame",2010
"4439","Nisei Stories of Wartime Japan",2010
"4440","Route Irish",2010
"4441","The Unreturned",2010
"4442","Soul Diaspora",2009
"4443","The Tragedy of the Montevideo Maru",2009
"4444","The Conflict Zone",2009
"4445","Nos résistances",2011
"4446","A Chave da Casa",2009
"4448","Für meinen Vater",2009
"4449","The Genocide in Me",2006
"4450","Under Jakob's Ladder",2011
"4451","20 sigarette",2010
"4452","Atomic Mom",2010
"4453","Senkan Yamato",1953
"4454","Neprijatelj",2011
"4455","Jageun yeonmot",2009
"4456","States of UnBelonging",2005
"4457","Blood Army",2010
"4458","Dörd bazar günü",1974
"4459","American Jihadist",2010
"4460","Pop",2009
"4461","Mercury in Retrograde/The Mercury Chronicles",2012
"4462","Past Forward",2009
"4463","Forgotten War: The Struggle for North America",2009
"4464","Oliver Sherman",2010
"4465","The Dead Will Guide Us: Teachings from Liberia's Civil War",2010
"4466","Sam's Rain",2009
"4467","Auf Wiedersehen: 'Til We Meet Again",2010
"4468","Wang chun feng",1977
"4469","Esther's Diary",2010
"4470","Sons of War",2007
"4472","Kandahar Break",2009
"4473","Himmler et moi",2009
"4474","Baker Boys: Inside the Surge",2010
"4475","The Language of War",2009
"4477","Mr. Pip",2012
"4479","Who Will Stand",2008
"4480","The War Within",2009
"4481","Ying xiong lie nu",1966
"4482","Xiao Guang Dong",1940
"4483","Liberation",2008
"4484","Happy Anniversary",2009
"4486","California Girl",2009
"4487","The New Sudan",2010
"4489","From Mills River to Babylon and Back: The Jimmy Massey Story",2009
"4490","When You Die as a Cat",2009
"4491","Jack, the Balkans & I",2008
"4492","The Aviators",2008
"4493","Creator of God",2008
"4494","American Radical: The Trials of Norman Finkelstein",2009
"4495","A Life in Hashistan",2007
"4496","Ted",2005
"4497","The Road to Nkunda",2010
"4498","Canyon War: The Untold Story",2009
"4500","Ba er san pao zhan",1986
"4501","Shipyard",2009
"4502","Rebuilding Hope",2009
"4503","Ulamek istnienia",2009
"4504","Tangled Up in Blue",2009
"4505","Ying lie qian qiu",1976
"4506","Med dobbelt bunn - Odvar Nordli forteller",2007
"4507","Tour of Duty",2009
"4508","Shanhai rikusentai",1939
"4509","Nesluzhebnoe zadanie 2: Vzryv na rassvete",2005
"4511","Impolex",2009
"4512","Building 173",2009
"4514","Vielleicht in einem anderen Leben",2011
"4515","Among Thieves",2009
"4516","6 Foot Rule",2012
"4517","Truth",2017
"4518","The Battle of the Ancre and the Advance of the Tanks",1917
"4519","Tu Sài Gòn Dên Diên Biên Phu",1967
"4520","The Forgotten War",2009
"4521","Qin lue zhe",1974
"4522","Die Hermannschlacht",1924
"4523","La grande guerra europea",1915
"4524","Balkan Island: The Last Story of the Century",1997
"4525","A Marine Story",2010
"4526","Im Feuer der Schiffskanonen",1915
"4527","Bruc. La llegenda",2010
"4528","Tattooed Under Fire",2008
"4529","Balkan Rhapsodies: 78 Measures of War",2008
"4530","Snow & Ashes",2010
"4532","Amaru",2015
"4533","Xin er lu ying xiong zhuan",1951
"4534","Merah Putih",2009
"4535","Den zverya",2010
"4536","Jian guo da ye",2009
"4537","Isolation",2009
"4538","Obrechyonnye na voynu",2009
"4539","Chronicle of a Kidnap",2008
"4540","Close to Home",2007
"4541","Den pobedy",2007
"4542","Feng sheng",2009
"4543","Täällä Pohjantähden alla II",2010
"4544","Awaiting Time",2005
"4545","Otobuse shab",2007
"4546","Farzande khak",2008
"4547","Deportees 2",2009
"4548","1944",2006
"4549","Kumander Anting-Anting",1987
"4550","Death March of Bataan",2008
"4552","A Call to Arms",2009
"4553","High Blood",1985
"4554","Beneath Hill 60",2010
"4555","Invasion",1941
"4556","Iraqi Short Films",2008
"4557","General. Zamach na Gibraltarze",2009
"4558","Paratroop Squadron",1964
"4559","Mokong",1978
"4560","Not in Our Name",2009
"4561","Jud Süss - Film ohne Gewissen",2010
"4562","Lang ya kou",1976
"4563","Bogac Han",2008
"4564","Shell Shock",2009
"4566","Spoils of War",2009
"4567","Resistance",2011
"4568","Sardar",1957
"4569","Ekhrajiha",2007
"4570","Nikto, krome nas...",2008
"4571","Third on a Match",2009
"4572","La Rafle",2010
"4573","Hella W",2011
"4574","Battle Under Orion",2009
"4575","Jin mei gui",1972
"4576","The Heart of No Place",2009
"4577","Good Morning Kandahar",2008
"4578","Gettymovie",2008
"4579","Warriors... In Their Own Words",2008
"4580","Later Than It Seems",2007
"4583","The Holy Land of Tyrol",2010
"4584","Scorched Summer: The Second Lebanon War Through Civilian Eyes",2008
"4585","Habermann",2010
"4586","Kuulustelu",2009
"4587","Led to Believe",2007
"4588","Peace",2010
"4589","When Soldiers Cry",2010
"4590","Iran Is Not the Problem",2008
"4591","Digmaan... Sa pagitan ng langit at lupa",1983
"4592","Crnci",2009
"4593","Kako su me ukrali Nemci",2011
"4595","20th Century Boy",2009
"4596","W.M.D.",2013
"4597","Broken Promise",2009
"4598","I Am Fear",2020
"4599","Baby Boomerang",2008
"4600","Film ist a Girl & a Gun",2009
"4601","Sino ang matapang",1962
"4602","Ang matapang lamang",1959
"4603","Kumander Fidela",1964
"4604","Max Schmeling",2010
"4605","A Year and a Day",2009
"4606","Lupang hinirang",1973
"4607","Finding Our Voices: Stories of American Dissent",2008
"4608","The Reckoning: Remembering the Dutch Resistance",2007
"4609","The American Way",2008
"4610","L'uomo che verrà",2009
"4611","Gettysburg: Darkest Days & Finest Hours",2008
"4612","Zhong Guo nu bing",1981
"4613","Déserteurs",2007
"4614","Les enfants de Camerone",2010
"4615","No. 4 Street of Our Lady",2009
"4616","Operation: Sunrise",2008
"4617","On Paper Wings",2008
"4618","With the Fighting Forces of Europe",1915
"4619","First Squad: The Moment of Truth",2009
"4620","Fortress of War",2010
"4621","Forecast",2008
"4622","Decline and Fall",2007
"4623","Google Darfur",2007
"4624","S.E.R.E.",2008
"4625","Defying the Nazis: The Sharps' War",2016
"4626","Color of Truth",2009
"4627","7",2008
"4628","The Truth About Weapons of Mass Destruction",2007
"4629","Confessions of a German Soldier",2008
"4630","Y Yoga Movie",2008
"4631","Een stukje blauw in de lucht",2007
"4632","97 Echo",2008
"4634","Psyhi vathia",2009
"4635","Bath",2009
"4636","Medicine Under Canvas",2008
"4637","The Battle of Pussy Willow Creek",2010
"4638","Warring Factions",2009
"4639","Niflheim: Blood & Bullets",2009
"4640","Why We Fight Now",2008
"4641","Remnants of a War",2009
"4642","God Went Surfing with the Devil",2010
"4643","The Inheritance of War",2009
"4644","Kapag buhay ang inutang",1962
"4645","L'aria del lago",2007
"4646","Little Big Soldier",2010
"4647","Glorious 39",2009
"4648","Hadashi no Gen: Namida no bakuhatsu",1977
"4649","Hadashi no Gen",1976
"4650","Marathon Beirut, for the Love of Lebanon",2008
"4651","Hollywood contra Franco",2008
"4652","Be name pedar",2006
"4653","The Road to Fallujah",2008
"4654","Train of Freedom",2008
"4655","Making Peace with Viet Nam",2008
"4656","Ayaa: A Hero's Journey",2008
"4657","Burma All Inclusive: 16 Days of Truth",2008
"4658","Superpower",2008
"4659","Car Bomb",2008
"4660","Saoirse?",1961
"4661","Kurukshetra",2008
"4662","Ano hata o ute",1944
"4663","NokotaHeart",2011
"4664","This Ain't No Heartland",2004
"4665","The Soviet Story",2008
"4666","Baler",2008
"4667","Gunheavy",2008
"4668","The Age of Stupid",2009
"4669","Lang zai ji",2009
"4670","Padashe sokoot",2007
"4672","Escape from Luanda",2007
"4673","Qi zheng piao piao",1987
"4674","Code 207",2011
"4675","Contempt of Conscience",2008
"4676","Ulysses Road",2008
"4677","Odysseus in America",2005
"4678","Dugo at bayan (I remember Bataan)",1946
"4679","Flores para el soldado",2008
"4680","Operation Belvis Bash",2011
"4681","Vragi",2007
"4682","Dat Kho",1973
"4683","Danny Greene: The Rise and Fall of the Irishman",2009
"4685","Live and Remember",2008
"4686","Scarred Lands and Wounded Lives; The Environmental Footprint of War",2008
"4687","Trooper",2010
"4688","Freedom",2007
"4689","Zhan di ying hao",1975
"4691","Yi feng qing bao bai wan bing",1970
"4692","Nim-eun-meon-go-sae",2008
"4693","Drug Crni u Narodnooslobodilackoj borbi",2009
"4694","USS Seaviper",2012
"4695","Kandagar",2010
"4696","Rule of Law: Justiz im Kosovo",2006
"4697","Henri 4",2010
"4698","Saints and Soldiers: The Void",2014
"4699","Heroes All",1920
"4700","Lebanon Summer 2006",2007
"4701","21 and a Wake-Up",2009
"4702","Ostatni swiadek",2003
"4703","Yunost",1937
"4704","Burma Soldier",2010
"4705","Henry V",2007
"4706","Dealers in Death",1934
"4707","Pathfinders: In the Company of Strangers",2011
"4708","War of the Gods",2010
"4709","Laviva",2007
"4712","Discovering the Buffalo",2008
"4713","Spring 1941",2007
"4714","Hotaru no haka",2008
"4715","Il papà di Giovanna",2008
"4716","Seven Magnificent Kung Fu Kids",1980
"4717","Samahang siyete",1962
"4718","Red Alert: The War Within",2009
"4719","The Torturer",2008
"4720","Concerto",2008
"4721","L'aube du monde",2008
"4722","Barbarossa",2009
"4723","Taras Bulba",2009
"4724","Archangel Alpha",2016
"4725","Attack on Darfur",2009
"4726","Léif Lëtzebuerger",2008
"4727","La decena trágica, episodio 4",2008
"4728","Xiang huo",1979
"4729","De vliegenierster van Kazbek",2010
"4730","Ironclad",2011
"4731","La decena trágica, episodio 1",2008
"4733","Hors la loi",2010
"4734","Swallows and Amazons",2016
"4735","Happy New Year",2011
"4736","Ask Not",2008
"4737","Tobruk",2008
"4738","The Red Machine",2009
"4739","Soldiers of Conscience",2007
"4740","Triage",2009
"4741","Apat na agimat",1962
"4742","La milagrosa",2008
"4744","Flipping Out",2007
"4745","Rawensbruck, mémoire de femmes",1996
"4746","Liquidation Squad",1969
"4747","Everyman's War",2009
"4748","Bandilang basahan",1949
"4749","Querido Camilo",2007
"4750","Dog Jack",2010
"4751","Bedari",1957
"4752","Detsembrikuumus",2008
"4753","Son of a Lion",2007
"4754","The Boys from Baghdad High",2007
"4755","Pambihirang tatlo",1969
"4756","My iz budushchego",2008
"4757","Cuatro vendetta",1969
"4758","Anglické jahody",2008
"4759","Walang pagkalupig",1962
"4760","Pitong Desperada",1964
"4761","A Hero in Heaven",2007
"4762","Xue lu xue lu",1970
"4763","Magyar sasok",1944
"4764","Battle for China",1953
"4765","Magindanao",1982
"4767","Nefes: Vatan Sagolsun",2009
"4768","Zapamtite Vukovar",2008
"4770","Meng nan fu ren",1947
"4771","Kikuchi sembon-yari: Shidonî tokubetsu kôgeki-tai",1944
"4772","Feuerherz",2008
"4774","Urduja",2008
"4775","Acosta Ñú",2011
"4776","Battle of the Atlantic",1941
"4777","Schulter an Schulter",1936
"4779","120",2008
"4780","Nizam Lohar",1966
"4781","Battle of Little Bighorn",2020
"4782","The Battle of Broken Hill",1981
"4783","Marked Man",2020
"4784","A Lonely Place for Dying",2009
"4785","Kusa no ran",2004
"4786","Sierra Madre",1963
"4787","Public Enemy Number One",1981
"4789","Extraordinary Sacrifice",2021
"4790","The Ace and the Scout",2020
"4791","Oh, Saigon",2007
"4792","Khan and Empire",2019
"4793","The Greatest Silence: Rape in the Congo",2007
"4794","Ausra prie Nemuno",1953
"4795","Circus Fantasticus",2011
"4796","King Conqueror",2009
"4797","The Thursday Club",2005
"4798","Colombia in My Arms",2020
"4800","Suicide Commandoes",1962
"4801","Daigdig ng matatapang",1965
"4802","My Home: Your War",2007
"4804","Malazgirt - Bizans'in Kiyameti",2020
"4805","U-900",2008
"4806","Angeli distratti",2007
"4807","Nejatyaftegan",1996
"4808","Limbas: Walang gulat!",1965
"4809","Roza: Welatê du çeman",2016
"4810","Lesnaya ballada",1972
"4811","The Confederate Flag Still Flies in the South",2002
"4812","The Children's War",2010
"4813","Ulica grafita",2007
"4814","Lt. Ramsey's War",2022
"4816","Mao Zedong and His Son",1991
"4817","Anatema",2006
"4818","Pambihirang dalawa (Sa combat)",1965
"4820","Quatre hommes dans la Grande guerre",2014
"4821","Home Fires",2019
"4822","Täällä Pohjantähden alla",2009
"4823","Huabian",1988
"4825","Mati sheng sui",1987
"4826","Bunker",2020
"4828","Two Chef in the War",2019
"4831","7 Wrekers",2020
"4832","Mah's Journey",2020
"4833","Tao chu zui'e shijie",1986
"4834","Red Swan",2020
"4835","Rasuto gêmu: Saigo no sôkeisen",2008
"4836","1612: Khroniki smutnogo vremeni",2007
"4837","Chornyy Voron",2019
"4838","Sonny Boy",2011
"4839","Gurkha: Beneath the Bravery",2020
"4840","Untitled Fu-Go Project",2021
"4843","Kabza",2020
"4844","Kigeki wa owarinu",1946
"4845","Hanzaisha wa dareka",1945
"4846","Rice & Honey: Sri Lanka, Children in War",1994
"4847","Xun Zhao Shao Xiao",2008
"4848","Fa Xian Shao Xiao",2009
"4849","Apat na kilabot",1962
"4850","Rocket Hunter",2020
"4852","Lange flate ballær II",2008
"4853","Pilipinas kong mahal",1965
"4854","Langit at lupa",1967
"4855","On an Unnamed Hill",2004
"4856","Ge zi shu",1985
"4857","Bare Hands and Wooden Limbs",2006
"4859","Adauchi kîdan kachidoki",1926
"4860","Salib-e talaee",1993
"4861","Pootin",1992
"4862","Sommerkrieg",2019
"4863","Voices of War - WWII",2007
"4864","Soldier's Kiss: A PTSD Documentary",2019
"4866","Gitler kaput!",2008
"4868","Tayna Chingis Khaana",2009
"4869","Truyên Thuyêt Vê Quán Tiên",2019
"4870","Women Who Run with the Wolves",2019
"4873","Finding Purpose: The Road to Redemption",2019
"4874","Duong Xuyên Rung",2015
"4875","Vuot Sóng",2001
"4876","Remington",2020
"4877","Mardi shabih-e baran",1997
"4879","Marz",1980
"4880","Diar-e asheghan",1984
"4881","Haifa Street",2019
"4882","Najmat Al-Sabah",2019
"4883","Invisible Battalion",2017
"4884","It's Me",2020
"4885","Vasl-e nikan",1992
"4886","Da guo chang jiang qu: Towards the river of glorious",2019
"4887","Mazrae-ye pedari",2004
"4888","Des survivants racontent",1995
"4889","Non mi odiare",2020
"4890","Sayeha-ye hojum",1992
"4891","Safar-e sorkh",2000
"4892","Issa miayad",2000
"4893","Friends for Life",2008
"4894","Di dao zhan",1965
"4895","Gard-e vizheh",1995
"4896","The Kazbat Soldiers",2019
"4898","Los Niños Héroes de Chapultepec",2017
"4899","Bosanci",2001
"4900","Gholle-ye donya",1995
"4901","Mörderischer Frieden",2007
"4903","Kazakh Khanate - Golden Throne",2019
"4904","Hamase-ye majnoon",1994
"4905","Red Sands",2009
"4907","<U+0415><U+043B><U+043F><U+0430><U+0440><U+0432><U+0430><U+0440>",2019
"4908","WW-II, Film Clips from Forgotten Movies",2019
"4909","Parvaz az ordoogah",1993
"4910","Admiral",2008
"4911","Preboj",2019
"4912","Voice of the Nation",2019
"4913","Osenyu 41-go",2016
"4914","Secret Weapon",2019
"4915","Corto Maltese - La ballade de la mer salée",2002
"4916","Buda as sharm foru rikht",2007
"4917","Gulf War Syndrome: Killing Our Own",2007
"4918","Under the Bombs",2007
"4919","Konets sezona",2019
"4920","Müfreze",2020
"4923","Plukovník Svec",1930
"4924","Next to Babilonia",2008
"4925","Passchendaele",2008
"4926","Time of the Comet",2008
"4927","Heavy Metal in Baghdad",2007
"4928","B.O.H.I.C.A.",2008
"4929","GTA V: The Final War 2- The Seaquel",2020
"4931","Debrief",2020
"4932","Ulillang Bituin",1956
"4933","Jayi baraye zendegi",2003
"4934","South Shaolin vs. North Shaolin",1984
"4935","Before Dawn",2021
"4936","Die Geschichte des Trümmermädchens Charlotte Schumann",2020
"4937","Mapuputing kamay",1950
"4938","Perfect Valor",2009
"4939","Nachalo puti",2004
"4945","Lion of Venice",1914
"4946","Gwiazdy poranne",1980
"4947","Death in Love",2008
"4948","Desert One",2019
"4949","Nhung Cánh Én Dâu Tiên",2019
"4951","Come Out Fighting",2020
"4952","Sher e Hindustan",2019
"4953","Manekshaw",2021
"4955","Australia Prepared",1916
"4956","Erna i krig",2020
"4957","Scherza con i fanti",2019
"4960","When Death Came to Baghdad",2020
"4961","Dying for Change",2007
"4962","Gu tian jun hao",2019
"4966","This Is Not a Movie",2019
"4968","Battle Castle",2020
"4969","Shindisi",2019
"4970","Tigang na lupa",1950
"4971","Iuda, koronovannyy predatel Bolgarii",1917
"4972","Neporazená armáda",1938
"4973","Krwawy terror",1920
"4974","Antikhrist",1916
"4975","State of Défacto",2020
"4976","Moffie",2019
"4978","Das Glaszimmer",2020
"4979","The End Will Be Spectacular",2019
"4980","Umarli rzucaja cien",1979
"4981","Ruz-e-sevom",2007
"4982","Caparaó",2007
"4983","Sehitler",1974
"4984","Terceira Frente - Moçambique 1964-1974",2001
"4986","Casa",2007
"4987","Shutsugeki",1964
"4988","Copper Notes of a Wish",2019
"4989","Nippon no sensô",1963
"4990","Mine",2007
"4991","Oka ni agatta gunkan",2007
"4992","De la guerre",2008
"4993","A Bitter Front",2020
"4995","GTA V: The Final War",2019
"4996","Beiderseits der Rollbahn, II. Teil",1956
"4997","Pict's Sword",2020
"4998","Anos de Guerra - Guiné 1963-1974",2000
"4999","Enemy",2019
"5000","Iron Coffins",2020
"5001","L'últim aviador",2019
"5005","A Soldier's Peace",2008
"5006","Umi no santôhei",1957
"5007","Kushu",1938
"5008","Dead Rain",2006
"5009","Rangers in the Wrong War",1987
"5010","The Struggle for Freedom",2020
"5011","Eastman",2019
"5012","Boy Soldiers: The Secret War in Okinawa",2018
"5013","Sami",2019
"5014","Dara iz Jasenovca",2020
"5015","Ena dentro thymatai",2018
"5016","Mother Fortress",2018
"5017","Jue sheng shi ke",2019
"5020","Lancieri di Savoia",1939
"5021","Zhong guo lan kui",2018
"5022","Partizanit",2019
"5023","Panmunjom",1964
"5024","Dol-aon yeogun",1965
"5025","Al omr lahza",1978
"5027","Frame Arms Girl Movie: Kya Kya Ufufu na Wonderland",2019
"5028","Seobangnim ttalaseo",1971
"5029","Best Wishes for Tomorrow",2007
"5030","The Forgotten Battle",2020
"5031","Jerry's Last Mission",2019
"5032","Rozhovor s nepriatel'om",2007
"5033","The Battle: Roar to Victory",2019
"5034","Al-Shafaq - When heaven divides",2019
"5035","The Red Ghost",2019
"5036","Sem par nechistykh",2018
"5037","Donbass. Okraina",2019
"5038","Ultimatum Ceasefire",1987
"5039","Suek bangrachan",1966
"5040","Sanctuary",2019
"5041","Letter to Goya/engl.subtited",2019
"5042","Beyond the Barbed Wire: An Artist View of the Holocaust",2010
"5043","Shachô santôhei",1956
"5044","Riben jiandie",1943
"5045","Somay Ku: A Uganda Tennis Story",2008
"5046","Ni feng qian li",1963
"5047","Secrets in the Sky: The Untold Story of Skunk Works",2019
"5049","Playmakers",2020
"5050","The Passage",2019
"5051","Peacekeeping Force",2018
"5053","Tiltas",1956
"5054","Appleseed Ex Machina",2007
"5055","Conspiracy",2008
"5056","Przeor Kordecki - obronca Czestochowy",1934
"5057","My War, My Story",2007
"5058","Advance Wave Upon Wave",2019
"5060","Johnny Mad Dog",2008
"5061","Z dnia na dzien",1929
"5062","Tamara",1919
"5063","O iroikos agonas tou 40",2016
"5064","Dzikie pola",1932
"5066","Frankie Bûchan no zoku aa gunkaki: Nyogo ga-shima funsenki",1957
"5067","Frankie Bûchan no Aa gunkanki",1957
"5069","Wooparoo Adventure",2019
"5070","Luan shi hao jie",2018
"5071","Uhrit 1918",2008
"5072","Enter the Dragon",2006
"5073","Nitôhei monogatari: Onna to heitai Nomi to heitai",1955
"5074","Iron Cross",2009
"5075","Zoku nitôhei monogatari: Gori muchû no maki",1956
"5076","Zoku nitôhei monogatari: Nanpô kotô no maki",1956
"5077","Zoku nitôhei monogatari: Kessen taisei no maki",1957
"5078","Watashi wa kai ni naritai",2008
"5080","Trouble",2019
"5081","Clay Kickers",2020
"5082","Nitôhei monogatari: Shindara kami-sama no maki",1958
"5084","Ostatnia eskapada",1933
"5085","Shin nitôhei monogatari: Fukeyo kamikaze no maki",1959
"5086","Nitôhei monogatari: Banji yôryô no maki",1959
"5088","Black Sun",2019
"5089","The Windermere Children",2020
"5090","American Son",2008
"5091","Shin nitôhei monogatari: Teki-chû ôdan no maki",1960
